Store,City,ST,Scheduling Status,Date Scheduled,Time Scheduled,Lead Planned hours onsite
1264,BELLEFONTAINE,OH,In Progress,,7:00:00 PM,7
1459,INDIANAPOLIS,IN,In Progress,,7:00:00 PM,12
1510,FLORENCE,KY,In Progress,,7:00:00 PM,10
2007,MOSES LAKE,WA,In Progress,,7:00:00 PM,8
2191,BRYAN,OH,In Progress,,7:00:00 PM,12
2350,WAUSEON,OH,In Progress,,7:00:00 PM,12
3545,HAMDEN,CT,In Progress,,7:00:00 PM,10
3799,MESA,AZ,Scheduled,10/15/2024,7:00:00 PM,10
5041,BONNEY LAKE,WA,In Progress,,7:00:00 PM,7
5057,MURFREESBORO,TN,In Progress,,7:00:00 PM,12
6477,PHOENIX,AZ,Scheduled,10/7/2024,7:00:00 PM,8
6931,LOUISVILLE,KY,In Progress,,7:00:00 PM,12
356,AUBURN,AL,In Progress,,7:00:00 PM,12
862,HINESVILLE,GA,In Progress,,7:00:00 PM,8
996,SPENCER,IN,In Progress,,7:00:00 PM,11
1648,CARSON CITY,NV,Scheduled,10/2/2024,7:00:00 PM,12
2867,LANSING,MI,In Progress,,7:00:00 PM,12
3458,WHITEHALL,MI,In Progress,,7:00:00 PM,8
4554,AUSTIN,TX,In Progress,,7:00:00 PM,9
5893,NOVI,MI,In Progress,,7:00:00 PM,10
127,MALVERN,AR,In Progress,,7:00:00 PM,12
287,JASPER,AL,In Progress,,7:00:00 PM,12
495,COLUMBUS,MS,In Progress,,7:00:00 PM,8
1102,BAKER,LA,In Progress,,7:00:00 PM,7
1184,STONE MOUNTAIN,GA,In Progress,,7:00:00 PM,10
1203,WIMAUMA,FL,In Progress,,7:00:00 PM,12
1508,SHERIDAN,WY,In Progress,,7:00:00 PM,11
1662,STATESVILLE,NC,In Progress,,7:00:00 PM,12
1782,VIENNA,WV,In Progress,,7:00:00 PM,10
2247,CARY,NC,Scheduled,9/25/2024,7:00:00 PM,12
2756,FREDERICK,MD,Scheduled,9/25/2024,7:00:00 PM,12
2861,GARDEN CITY,ID,In Progress,,7:00:00 PM,10
3232,WEST JORDAN,UT,In Progress,,7:00:00 PM,12
3727,ALEXANDRIA,LA,Scheduled,9/25/2024,7:00:00 PM,8
655,HANSON,KY,In Progress,,7:00:00 PM,10
1075,CLARKSVILLE,TN,In Progress,,7:00:00 PM,12
1331,SIDNEY,OH,In Progress,,7:00:00 PM,12
1532,GLENDALE,AZ,Scheduled,10/8/2024,7:00:00 PM,7
1911,AKRON,OH,In Progress,,7:00:00 PM,8
1991,BLOOMINGTON,IN,In Progress,,7:00:00 PM,8
2266,STRONGSVILLE,OH,In Progress,,7:00:00 PM,8
2604,NEWTON,NJ,Scheduled,9/25/2024,7:00:00 PM,12
3533,DENVER,CO,In Progress,,7:00:00 PM,12
3635,FORT OGLETHORPE,GA,Scheduled,9/25/2024,7:00:00 PM,12
3803,WEST HAVEN,CT,In Progress,,7:00:00 PM,10
7087,SALEM,IN,In Progress,,7:00:00 PM,12
1574,BAKERSFIELD,CA,Scheduled,10/24/2024,7:00:00 PM,9
2872,VAN BUREN TWP,MI,In Progress,,7:00:00 PM,8
2890,MACON,GA,In Progress,,7:00:00 PM,11
3627,OAKWOOD,GA,Scheduled,9/26/2024,7:00:00 PM,12
5864,GARDNERVILLE,NV,Scheduled,10/9/2024,7:00:00 PM,9
54,SPRINGDALE,AR,In Progress,,7:00:00 PM,10
483,PRATTVILLE,AL,In Progress,,7:00:00 PM,8
705,MOUNT DORA,FL,In Progress,,7:00:00 PM,11
780,MONROE,GA,In Progress,,7:00:00 PM,9
935,DENHAM SPRINGS,LA,Scheduled,9/26/2024,7:00:00 PM,10
961,LA PLACE,LA,In Progress,,7:00:00 PM,12
2036,SOUTH CHARLESTON,WV,In Progress,,7:00:00 PM,12
2496,BOONE,NC,In Progress,,7:00:00 PM,12
2790,HAGERSTOWN,MD,In Progress,,7:00:00 PM,12
2939,RICHLAND,MS,In Progress,,7:00:00 PM,8
4499,ZEBULON,NC,In Progress,,7:00:00 PM,10
656,SHELBYVILLE,TN,In Progress,,7:00:00 PM,12
694,HENDERSON,KY,In Progress,,7:00:00 PM,12
1188,BRIDGETON,MO,In Progress,,7:00:00 PM,12
1433,CELINA,OH,In Progress,,7:00:00 PM,10
1810,FISHKILL,NY,Scheduled,9/26/2024,7:00:00 PM,12
2006,CLARKSTON,WA,In Progress,,7:00:00 PM,12
2313,STREETSBORO,OH,In Progress,,7:00:00 PM,12
2316,NORTH OLMSTED,OH,In Progress,,7:00:00 PM,8
4216,COLUMBUS,IN,In Progress,,7:00:00 PM,9
5186,GILBERT,AZ,Scheduled,9/30/2024,7:00:00 PM,9
5188,HIXSON,TN,Scheduled,9/26/2024,7:00:00 PM,10
7290,CRESTWOOD,KY,In Progress,,7:00:00 PM,9
889,THOMASVILLE,GA,In Progress,,7:00:00 PM,12
1185,AUSTIN,TX,In Progress,,7:00:00 PM,8
1542,GAYLORD,MI,In Progress,,7:00:00 PM,12
2265,SIMPSONVILLE,SC,In Progress,,7:00:00 PM,8
3785,PENSACOLA,FL,In Progress,,7:00:00 PM,12
1,ROGERS,AR,Scheduled,9/27/2024,7:00:00 PM,12
278,SHREVEPORT,LA,In Progress,,7:00:00 PM,8
708,VICKSBURG,MS,In Progress,,7:00:00 PM,12
1290,WILKESBORO,NC,In Progress,,7:00:00 PM,10
1372,RALEIGH,NC,In Progress,,7:00:00 PM,12
1537,GETTYSBURG,PA,In Progress,,7:00:00 PM,12
1564,NEW BOSTON,OH,In Progress,,7:00:00 PM,8
1686,TAYLORSVILLE,UT,In Progress,,7:00:00 PM,12
1951,ONTARIO,OR,In Progress,,7:00:00 PM,12
3483,HOUMA,LA,In Progress,,7:00:00 PM,10
5126,CENTRE,AL,In Progress,,7:00:00 PM,12
5390,MARIETTA,GA,In Progress,,7:00:00 PM,12
2405,HAMBURG,NY,In Progress,,7:00:00 PM,12
2600,CHESTERFIELD,MO,In Progress,,7:00:00 PM,10
3159,TETERBORO,NJ,In Progress,,7:00:00 PM,10
3495,CLARKSVILLE,TN,In Progress,,7:00:00 PM,12
4692,EAST RIDGE,TN,In Progress,,7:00:00 PM,8
5334,AURORA,CO,In Progress,,7:00:00 PM,12
451,COLUMBIA,MO,In Progress,,7:00:00 PM,12
538,GAINESVILLE,FL,In Progress,,7:00:00 PM,12
682,MURFREESBORO,TN,In Progress,,7:00:00 PM,9
1064,LENOIR,NC,In Progress,,7:00:00 PM,8
1077,TALLAHASSEE,FL,Scheduled,9/30/2024,7:00:00 PM,10
1108,OAK GROVE,LA,In Progress,,7:00:00 PM,10
1128,MARKSVILLE,LA,In Progress,,7:00:00 PM,12
1441,MASON,OH,In Progress,,7:00:00 PM,10
1932,ELLSWORTH,ME,In Progress,,7:00:00 PM,12
1945,MANSFIELD,PA,In Progress,,7:00:00 PM,12
2150,SAN DIEGO,CA,Scheduled,9/24/2024,7:00:00 PM,10
4384,MOUNT PLEASANT,SC,In Progress,,7:00:00 PM,12
4593,ROCK HILL,SC,In Progress,,7:00:00 PM,10
4609,CINCINNATI,OH,In Progress,,7:00:00 PM,12
5145,SAN ANTONIO,TX,Scheduled,9/30/2024,7:00:00 PM,12
5391,NAPLES,FL,In Progress,,7:00:00 PM,8
5797,ALBANY,GA,In Progress,,7:00:00 PM,7
391,TUPELO,MS,In Progress,,7:00:00 PM,12
934,DAPHNE,AL,In Progress,,7:00:00 PM,9
1065,HOPE,AR,In Progress,,7:00:00 PM,7
1182,PALM COAST,FL,Scheduled,9/30/2024,7:00:00 PM,12
1591,HARRISBURG,PA,In Progress,,7:00:00 PM,12
1614,DURHAM,NC,In Progress,,7:00:00 PM,10
1765,SOMERSET,PA,In Progress,,7:00:00 PM,12
2154,DULUTH,GA,In Progress,,7:00:00 PM,12
2402,ELKO,NV,In Progress,,7:00:00 PM,7
2603,GIBSONIA,PA,Scheduled,9/30/2024,7:00:00 PM,12
2665,SLIDELL,LA,In Progress,,7:00:00 PM,3
3207,SANFORD,FL,In Progress,,7:00:00 PM,11
2089,BRISTOL,VA,In Progress,,7:00:00 PM,9
2184,SEEKONK,MA,In Progress,,7:00:00 PM,12
2445,HATFIELD,PA,Scheduled,9/30/2024,7:00:00 PM,8
3619,CHATTANOOGA,TN,Scheduled,9/30/2024,7:00:00 PM,11
3717,NASHVILLE,TN,In Progress,,7:00:00 PM,8
836,SAINT MARYS,GA,In Progress,,7:00:00 PM,2
1104,INVERNESS,FL,In Progress,,7:00:00 PM,10
2733,PERRY,GA,In Progress,,7:00:00 PM,11
3888,SAN ANTONIO,TX,In Progress,,7:00:00 PM,12
5338,SAN DIEGO,CA,Scheduled,9/25/2024,7:00:00 PM,11
4,SILOAM SPRINGS,AR,In Progress,,7:00:00 PM,9
502,GALLIANO,LA,In Progress,,7:00:00 PM,8
662,DECATUR,AL,In Progress,,7:00:00 PM,12
718,AUBURNDALE,FL,In Progress,,7:00:00 PM,12
1036,FOREST CITY,NC,In Progress,,7:00:00 PM,12
1069,NEWTON,MS,In Progress,,7:00:00 PM,6
1399,BEDFORD,VA,In Progress,,7:00:00 PM,12
1886,MECHANICSBURG,PA,Scheduled,10/1/2024,7:00:00 PM,12
2836,FUQUAY VARINA,NC,In Progress,,7:00:00 PM,12
3118,DECATUR,GA,In Progress,,7:00:00 PM,12
7299,PORT ST LUCIE,FL,Scheduled,10/1/2024,7:00:00 PM,12
674,GALLATIN,TN,In Progress,,7:00:00 PM,12
3234,ROGERSVILLE,TN,In Progress,,7:00:00 PM,12
4528,DALTON,GA,Scheduled,10/1/2024,7:00:00 PM,8
4597,NORTH TONAWANDA,NY,In Progress,,7:00:00 PM,12
5436,WILMINGTON,DE,Scheduled,10/1/2024,7:00:00 PM,8
473,GIDDINGS,TX,In Progress,,7:00:00 PM,12
767,LAKE CITY,FL,In Progress,,7:00:00 PM,12
877,MONROE,NC,In Progress,,7:00:00 PM,8
1771,STURGIS,MI,In Progress,,7:00:00 PM,12
2094,VISTA,CA,Scheduled,9/26/2024,7:00:00 PM,10
2840,BRUNSWICK,GA,Scheduled,10/2/2024,7:00:00 PM,8
5479,PFLUGERVILLE,TX,In Progress,,7:00:00 PM,12
169,LONOKE,AR,In Progress,,7:00:00 PM,7
375,HUNTSVILLE,AL,In Progress,,7:00:00 PM,8
779,LAKELAND,FL,In Progress,,7:00:00 PM,12
929,PORT SAINT LUCIE,FL,In Progress,,7:00:00 PM,12
1088,BILOXI,MS,In Progress,,7:00:00 PM,12
1107,OAKDALE,LA,In Progress,,7:00:00 PM,7
1131,TAYLORSVILLE,NC,In Progress,,7:00:00 PM,12
1502,ROANOKE RAPIDS,NC,In Progress,,7:00:00 PM,11
1778,CODY,WY,In Progress,,7:00:00 PM,9
2151,SUNRISE,FL,In Progress,,7:00:00 PM,12
2205,YORK,PA,In Progress,,7:00:00 PM,12
3270,WYTHEVILLE,VA,In Progress,,7:00:00 PM,10
3462,SUWANEE,GA,In Progress,,7:00:00 PM,6
3568,WEST VALLEY CITY,UT,Scheduled,10/2/2024,7:00:00 PM,12
668,MCMINNVILLE,TN,In Progress,,7:00:00 PM,12
2016,COLVILLE,WA,In Progress,,7:00:00 PM,8
2227,ABINGTON,MA,In Progress,,7:00:00 PM,8
3480,LEBANON,VA,In Progress,,7:00:00 PM,8
5049,LITTLETON,CO,In Progress,,7:00:00 PM,12
5143,CHATTANOOGA,TN,Scheduled,10/2/2024,7:00:00 PM,10
5649,WARRINGTON,PA,In Progress,,7:00:00 PM,12
381,COPPERAS COVE,TX,In Progress,,7:00:00 PM,12
585,ROCK HILL,SC,In Progress,,7:00:00 PM,10
800,LEESBURG,FL,In Progress,,7:00:00 PM,10
2864,SAN ANTONIO,TX,In Progress,,7:00:00 PM,9
908,ORLANDO,FL,In Progress,,7:00:00 PM,12
930,MONTGOMERY,AL,In Progress,,7:00:00 PM,7
970,PICAYUNE,MS,In Progress,,7:00:00 PM,12
974,WEST MELBOURNE,FL,In Progress,,7:00:00 PM,9
1266,BATON ROUGE,LA,In Progress,,7:00:00 PM,6
2023,LEBANON,PA,In Progress,,7:00:00 PM,12
2575,CONWAY,AR,In Progress,,7:00:00 PM,8
3018,FOUNTAIN,CO,In Progress,,7:00:00 PM,12
3289,WEST JEFFERSON,NC,In Progress,,7:00:00 PM,12
3786,BUFORD,GA,In Progress,,7:00:00 PM,12
3887,AVON PARK,FL,In Progress,,7:00:00 PM,8
4459,NASHVILLE,NC,In Progress,,7:00:00 PM,12
5829,DANVILLE,VA,Scheduled,10/3/2024,7:00:00 PM,8
2107,LOCKPORT,NY,Scheduled,10/3/2024,7:00:00 PM,12
4687,KING OF PRUSSIA,PA,In Progress,,7:00:00 PM,12
5058,ANTIOCH,TN,In Progress,,7:00:00 PM,10
697,OCALA,FL,In Progress,,7:00:00 PM,10
3391,SCHERTZ,TX,In Progress,,7:00:00 PM,10
4521,LEXINGTON,SC,In Progress,,7:00:00 PM,10
405,LEESVILLE,LA,In Progress,,7:00:00 PM,12
874,NATCHEZ,MS,In Progress,,7:00:00 PM,8
1739,WASHINGTON,PA,In Progress,,7:00:00 PM,12
2123,TEXARKANA,TX,In Progress,,7:00:00 PM,12
3230,BRYANT,AR,In Progress,,7:00:00 PM,12
3412,ELIZABETHVILLE,PA,In Progress,,7:00:00 PM,12
7185,CUMMING,GA,In Progress,,7:00:00 PM,9
7315,HICKORY,NC,In Progress,,7:00:00 PM,10
1909,NIAGARA FALLS,NY,In Progress,,7:00:00 PM,12
4435,NASHVILLE,TN,In Progress,,7:00:00 PM,10
4734,ARVADA,CO,In Progress,,7:00:00 PM,12
5467,MORRISTOWN,TN,In Progress,,7:00:00 PM,9
635,SAVANNAH,GA,In Progress,,7:00:00 PM,12
41,BARTLESVILLE,OK,In Progress,,7:00:00 PM,11
205,PHILADELPHIA,MS,In Progress,,7:00:00 PM,10
361,COLLINSVILLE,IL,In Progress,,7:00:00 PM,12
829,SANTA FE,NM,Scheduled,10/7/2024,7:00:00 PM,8
989,METAIRIE,LA,In Progress,,7:00:00 PM,10
1469,CHATTANOOGA,TN,In Progress,,7:00:00 PM,8
1710,CLINTON,MS,In Progress,,7:00:00 PM,12
1840,MANTECA,CA,Scheduled,10/7/2024,7:00:00 PM,8
1867,WESTMINSTER,MD,In Progress,,7:00:00 PM,10
2050,HENDERSON,NV,Scheduled,10/2/2024,7:00:00 PM,6
2789,BOYNTON BEACH,FL,Scheduled,10/7/2024,7:00:00 PM,8
2818,HAMMOND,IN,In Progress,,7:00:00 PM,12
3185,HUNTSVILLE,AL,Scheduled,10/7/2024,7:00:00 PM,8
3279,SAN ANTONIO,TX,In Progress,,7:00:00 PM,12
3491,METHUEN,MA,In Progress,,7:00:00 PM,8
3658,GREENSBORO,NC,In Progress,,7:00:00 PM,12
3724,ORANGEBURG,SC,Scheduled,10/7/2024,7:00:00 PM,12
6173,ROBERTSDALE,AL,In Progress,,7:00:00 PM,7
261,HOT SPRINGS,AR,In Progress,,7:00:00 PM,12
730,SYLACAUGA,AL,In Progress,,7:00:00 PM,9
887,PETAL,MS,In Progress,,7:00:00 PM,12
1373,LILBURN,GA,In Progress,,7:00:00 PM,8
2938,LAFAYETTE,LA,In Progress,,7:00:00 PM,11
5469,HANOVER,PA,In Progress,,7:00:00 PM,4
7304,MORGANTON,NC,Scheduled,10/7/2024,7:00:00 PM,8
172,WASHINGTON,MO,In Progress,,7:00:00 PM,12
1080,JOHNSON CITY,TN,In Progress,,7:00:00 PM,3
2355,WILLIAMSVILLE,NY,Scheduled,10/7/2024,7:00:00 PM,8
2388,PORTLAND,IN,In Progress,,7:00:00 PM,10
4483,WHITE HOUSE,TN,In Progress,,7:00:00 PM,8
629,UNION,SC,Scheduled,10/8/2024,7:00:00 PM,12
1347,SAN ANTONIO,TX,Scheduled,10/8/2024,7:00:00 PM,12
1789,LODI,CA,Scheduled,10/14/2024,7:00:00 PM,12
2593,LAS VEGAS,NV,Scheduled,10/3/2024,7:00:00 PM,12
3708,SUISUN CITY,CA,Scheduled,10/22/2024,7:00:00 PM,12
258,TUPELO,MS,In Progress,,7:00:00 PM,12
521,LAKE CHARLES,LA,In Progress,,7:00:00 PM,9
856,BREMEN,GA,In Progress,,7:00:00 PM,10
980,GREELEY,CO,Scheduled,10/8/2024,7:00:00 PM,12
1101,WETUMPKA,AL,In Progress,,7:00:00 PM,12
1105,NORTH LITTLE ROCK,AR,In Progress,,7:00:00 PM,8
1132,ASHEBORO,NC,Scheduled,10/8/2024,7:00:00 PM,12
1773,NEWPORT NEWS,VA,In Progress,,7:00:00 PM,12
2519,SHREWSBURY,PA,In Progress,,7:00:00 PM,12
5218,ST PETERSBURG,FL,In Progress,,7:00:00 PM,12
7296,HUDSON,NC,Scheduled,10/8/2024,7:00:00 PM,8
584,DRY RIDGE,KY,In Progress,,7:00:00 PM,7
701,OWENSBORO,KY,In Progress,,7:00:00 PM,12
923,NOBLESVILLE,IN,In Progress,,7:00:00 PM,12
1021,WARRENTON,MO,In Progress,,7:00:00 PM,8
2210,AMHERST,NY,In Progress,,7:00:00 PM,12
2539,SPOKANE VALLEY,WA,In Progress,,7:00:00 PM,8
3754,CHELAN,WA,In Progress,,7:00:00 PM,8
3829,JOHNSON CITY,TN,In Progress,,7:00:00 PM,10
4231,FORT WAYNE,IN,In Progress,,7:00:00 PM,12
5236,BOWLING GREEN,KY,In Progress,,7:00:00 PM,12
556,WAYCROSS,GA,In Progress,,7:00:00 PM,12
1002,LINTON,IN,In Progress,,7:00:00 PM,12
1809,JONESVILLE,MI,In Progress,,7:00:00 PM,12
1963,TURLOCK,CA,Scheduled,10/21/2024,7:00:00 PM,9
2843,SUMMERFIELD,FL,In Progress,,7:00:00 PM,11
3351,LAS VEGAS,NV,Scheduled,10/7/2024,7:00:00 PM,12
4200,COLUMBUS,GA,In Progress,,7:00:00 PM,8
5291,COLUMBIA,SC,Scheduled,10/9/2024,7:00:00 PM,8
5482,EATONTON,GA,In Progress,,7:00:00 PM,8
175,COLLIERVILLE,TN,In Progress,,7:00:00 PM,9
532,GONZALES,LA,In Progress,,7:00:00 PM,10
618,HIRAM,GA,In Progress,,7:00:00 PM,11
954,HAZLEHURST,MS,In Progress,,7:00:00 PM,12
1513,PALM HARBOR,FL,In Progress,,7:00:00 PM,5
1956,BILLINGS,MT,In Progress,,7:00:00 PM,12
2793,KERNERSVILLE,NC,In Progress,,7:00:00 PM,8
2814,HIALEAH,FL,In Progress,,7:00:00 PM,12
3265,YORKTOWN,VA,In Progress,,7:00:00 PM,12
3504,HICKORY,NC,Scheduled,10/9/2024,7:00:00 PM,10
4404,ETTERS,PA,In Progress,,7:00:00 PM,12
5051,GREELEY,CO,Scheduled,10/9/2024,7:00:00 PM,12
5260,ROGERS,AR,In Progress,,7:00:00 PM,8
4055,UNIVERSAL CITY,TX,Scheduled,10/22/2024,7:00:00 PM,12
692,DANVILLE,KY,In Progress,,7:00:00 PM,12
760,HARDINSBURG,KY,In Progress,,7:00:00 PM,8
1141,GREENFIELD,IN,In Progress,,7:00:00 PM,9
1514,ARNOLD,MO,In Progress,,7:00:00 PM,8
1742,TURNERSVILLE,NJ,In Progress,,7:00:00 PM,12
2323,STOW,OH,In Progress,,7:00:00 PM,10
3502,HAMILTON,OH,In Progress,,7:00:00 PM,8
1183,WEST COLUMBIA,SC,In Progress,,7:00:00 PM,12
3493,MARTINEZ,CA,Scheduled,10/8/2024,7:00:00 PM,8
4340,HESPERIA,CA,In Progress,,7:00:00 PM,11
5070,LAS VEGAS,NV,Scheduled,10/9/2024,7:00:00 PM,12
5159,WEST BRANCH,MI,In Progress,,7:00:00 PM,12
5317,AUSTIN,TX,Scheduled,10/10/2024,7:00:00 PM,10
866,MOBILE,AL,In Progress,,7:00:00 PM,12
953,LOVELAND,CO,In Progress,,7:00:00 PM,12
1206,BATON ROUGE,LA,In Progress,,7:00:00 PM,4
1390,PINELLAS PARK,FL,In Progress,,7:00:00 PM,10
1552,SALISBURY,NC,Scheduled,10/10/2024,7:00:00 PM,12
2574,CARLISLE,PA,In Progress,,7:00:00 PM,12
2755,FLOWOOD,MS,In Progress,,7:00:00 PM,8
3219,WILLIAMSBURG,VA,In Progress,,7:00:00 PM,12
4108,SPRINGDALE,AR,In Progress,,7:00:00 PM,4
4335,FALCON,CO,In Progress,,7:00:00 PM,12
4432,NEWTON,NC,Scheduled,10/10/2024,7:00:00 PM,8
5252,LOGANVILLE,GA,In Progress,,7:00:00 PM,8
720,FRANKFORT,KY,In Progress,,7:00:00 PM,8
870,JASPER,IN,In Progress,,7:00:00 PM,12
1518,INDIANAPOLIS,IN,In Progress,,7:00:00 PM,12
2269,YAKIMA,WA,In Progress,,7:00:00 PM,11
2403,PUYALLUP,WA,In Progress,,7:00:00 PM,12
2506,RAVENNA,OH,In Progress,,7:00:00 PM,12
2586,CHEEKTOWAGA,NY,In Progress,,7:00:00 PM,10
3515,HILLSBORO,OH,In Progress,,7:00:00 PM,12
5150,MAPLEWOOD,MO,In Progress,,7:00:00 PM,12
746,TEMPLE,TX,In Progress,,7:00:00 PM,12
1588,VICTORVILLE,CA,Scheduled,10/3/2024,7:00:00 PM,12
2014,HOUGHTON LAKE,MI,In Progress,,7:00:00 PM,8
2031,UNION CITY,CA,Scheduled,10/7/2024,7:00:00 PM,8
2860,POOLER,GA,In Progress,,7:00:00 PM,12
3473,LAS VEGAS,NV,Scheduled,10/10/2024,7:00:00 PM,10
5772,LECANTO,FL,In Progress,,7:00:00 PM,8
365,PEARL,MS,In Progress,,7:00:00 PM,12
520,WINDER,GA,In Progress,,7:00:00 PM,8
1136,PORT ALLEN,LA,In Progress,,7:00:00 PM,7
2111,HOOVER,AL,In Progress,,7:00:00 PM,8
3614,ROANOKE,VA,In Progress,,7:00:00 PM,9
5200,LANCASTER,PA,In Progress,,7:00:00 PM,10
6789,KING,NC,In Progress,,7:00:00 PM,12
6807,MEMPHIS,TN,In Progress,,7:00:00 PM,12
5027,LANCASTER,NY,In Progress,,7:00:00 PM,12
383,SILSBEE,TX,In Progress,,7:00:00 PM,12
588,ALBANY,GA,In Progress,,7:00:00 PM,10
1271,MERIDIAN,MS,In Progress,,7:00:00 PM,12
1342,KENNER,LA,In Progress,,7:00:00 PM,10
2002,GILROY,CA,Scheduled,10/3/2024,7:00:00 PM,12
2153,BIDDEFORD,ME,In Progress,,7:00:00 PM,12
2257,HOUSTON,TX,In Progress,,7:00:00 PM,12
2592,NORTH LAS VEGAS,NV,Scheduled,10/14/2024,7:00:00 PM,9
2835,SAN ANTONIO,TX,Scheduled,10/14/2024,7:00:00 PM,12
2928,GOOSE CREEK,SC,In Progress,,7:00:00 PM,12
3301,PROVIDENCE,RI,In Progress,,7:00:00 PM,8
3349,PORT CHARLOTTE,FL,In Progress,,7:00:00 PM,10
5087,NORTH MYRTLE BEACH,SC,Scheduled,10/14/2024,7:00:00 PM,12
5455,PALM BAY,FL,In Progress,,7:00:00 PM,12
332,HUNTSVILLE,AL,In Progress,,7:00:00 PM,6
411,HOUSTON,MS,In Progress,,7:00:00 PM,9
485,DONALDSONVILLE,LA,In Progress,,7:00:00 PM,12
855,UNION CITY,GA,In Progress,,7:00:00 PM,12
1097,ABERDEEN,NC,Scheduled,10/14/2024,7:00:00 PM,12
1173,JACKSONVILLE,FL,In Progress,,7:00:00 PM,9
1248,MEMPHIS,TN,In Progress,,7:00:00 PM,9
1730,TAPPAHANNOCK,VA,In Progress,,7:00:00 PM,12
1893,BOWIE,MD,In Progress,,7:00:00 PM,12
3625,LAUDERDALE LAKES,FL,Scheduled,10/14/2024,7:00:00 PM,12
4599,TIMNATH,CO,In Progress,,7:00:00 PM,12
5347,ESTERO,FL,Scheduled,10/14/2024,7:00:00 PM,12
1749,SOMERSWORTH,NH,Scheduled,10/14/2024,7:00:00 PM,8
2068,LEVITTOWN,PA,In Progress,,7:00:00 PM,10
2616,O FALLON,MO,In Progress,,7:00:00 PM,10
1254,BELLMEAD,TX,Scheduled,10/15/2024,7:00:00 PM,10
1367,WARNER ROBINS,GA,In Progress,,7:00:00 PM,8
2464,SACRAMENTO,CA,Scheduled,10/15/2024,7:00:00 PM,12
2483,LAS VEGAS,NV,Scheduled,10/15/2024,7:00:00 PM,8
5461,VANCOUVER,WA,Scheduled,9/26/2024,7:00:00 PM,10
551,PALATKA,FL,In Progress,,7:00:00 PM,9
586,CONWAY,SC,In Progress,,7:00:00 PM,10
814,OKEECHOBEE,FL,In Progress,,7:00:00 PM,12
848,SOUTHAVEN,MS,In Progress,,7:00:00 PM,12
938,MONTGOMERY,AL,In Progress,,7:00:00 PM,7
1016,THIBODAUX,LA,In Progress,,7:00:00 PM,12
1245,LAKELAND,FL,In Progress,,7:00:00 PM,12
1261,FAYETTEVILLE,NC,In Progress,,7:00:00 PM,12
1340,LITHONIA,GA,In Progress,,7:00:00 PM,12
1412,LARAMIE,WY,In Progress,,7:00:00 PM,5
3163,HOLLYWOOD,FL,Scheduled,10/15/2024,7:00:00 PM,12
3639,DULLES,VA,In Progress,,7:00:00 PM,12
4332,ORLANDO,FL,In Progress,,7:00:00 PM,12
4350,KILMARNOCK,VA,In Progress,,7:00:00 PM,11
5706,LITTLE ROCK,AR,In Progress,,7:00:00 PM,11
6190,LABELLE,FL,Scheduled,10/15/2024,7:00:00 PM,12
1139,MOREHEAD,KY,In Progress,,7:00:00 PM,12
1341,EVANSVILLE,IN,In Progress,,7:00:00 PM,7
1539,ONTARIO,OH,In Progress,,7:00:00 PM,8
1557,FISHERS,IN,In Progress,,7:00:00 PM,12
2130,PORTSMOUTH,NH,In Progress,,7:00:00 PM,12
2385,AUBURN,WA,In Progress,,7:00:00 PM,10
3475,NORRISTOWN,PA,Scheduled,10/15/2024,7:00:00 PM,12
3511,HAYDEN,ID,In Progress,,7:00:00 PM,10
3571,MIDDLETOWN,OH,In Progress,,7:00:00 PM,8
4255,ELYRIA,OH,In Progress,,7:00:00 PM,12
967,SPRING HILL,FL,In Progress,,7:00:00 PM,11
1615,PITTSBURG,CA,Scheduled,10/16/2024,7:00:00 PM,10
2080,BATTLE CREEK,MI,In Progress,,7:00:00 PM,12
2869,LANSING,MI,In Progress,,7:00:00 PM,8
3728,NORTH LAS VEGAS,NV,Scheduled,10/16/2024,7:00:00 PM,9
4383,DEARBORN,MI,In Progress,,7:00:00 PM,12
5245,SAN ANTONIO,TX,Scheduled,10/16/2024,7:00:00 PM,10
5267,ATHENS,GA,Scheduled,10/16/2024,7:00:00 PM,12
124,LITTLE ROCK,AR,In Progress,,7:00:00 PM,11
574,SURFSIDE BEACH,SC,In Progress,,7:00:00 PM,8
853,MOBILE,AL,In Progress,,7:00:00 PM,12
931,VERO BEACH,FL,In Progress,,7:00:00 PM,8
968,WINTER HAVEN,FL,In Progress,,7:00:00 PM,10
969,GULFPORT,MS,In Progress,,7:00:00 PM,12
1238,FAYETTEVILLE,NC,In Progress,,7:00:00 PM,10
1525,MECHANICSVILLE,VA,In Progress,,7:00:00 PM,12
2782,MOUNTAIN HOME,ID,In Progress,,7:00:00 PM,6
2962,POMPANO BEACH,FL,Scheduled,10/16/2024,7:00:00 PM,12
3401,COLLEGE PARK,GA,In Progress,,7:00:00 PM,8
5129,LANDOVER HILLS,MD,In Progress,,7:00:00 PM,7
5420,KISSIMMEE,FL,In Progress,,7:00:00 PM,10
6932,SHREVEPORT,LA,In Progress,,7:00:00 PM,10
1210,NICHOLASVILLE,KY,In Progress,,7:00:00 PM,11
1580,INDIANAPOLIS,IN,In Progress,,7:00:00 PM,12
1676,TELL CITY,IN,In Progress,,7:00:00 PM,10
1967,SPRINGFIELD,MA,In Progress,,7:00:00 PM,12
2149,MOUNT VERNON,OH,In Progress,,7:00:00 PM,12
