Store,City,ST,Scheduling Status,Date Scheduled,Time Scheduled,Lead Planned hours onsite
189,KIRKSVILLE,MO,In Progress,,7:00:00 PM,8
194,BAYTOWN,TX,In Progress,,7:00:00 PM,12
197,MACOMB,IL,In Progress,,7:00:00 PM,11
199,LINCOLN,IL,In Progress,,7:00:00 PM,12
200,JACKSONVILLE,IL,In Progress,,7:00:00 PM,12
202,FRISCO,TX,In Progress,,7:00:00 PM,8
206,MCKINNEY,TX,In Progress,,7:00:00 PM,12
210,HOLDENVILLE,OK,In Progress,,7:00:00 PM,9
212,NORMAN,OK,In Progress,,7:00:00 PM,8
214,JASPER,TX,In Progress,,7:00:00 PM,12
217,LEWISVILLE,TX,In Progress,,7:00:00 PM,12
219,SEDALIA,MO,In Progress,,7:00:00 PM,9
221,YUKON,OK,In Progress,,7:00:00 PM,6
227,EL RENO,OK,In Progress,,7:00:00 PM,12
231,ADA,OK,In Progress,,7:00:00 PM,8
232,ATOKA,OK,In Progress,,7:00:00 PM,10
234,KANSAS CITY,MO,In Progress,,7:00:00 PM,12
240,COMMERCE,TX,In Progress,,7:00:00 PM,12
242,PAOLA,KS,In Progress,,7:00:00 PM,12
246,SKIATOOK,OK,In Progress,,7:00:00 PM,12
249,CLEVELAND,TX,In Progress,,7:00:00 PM,10
250,WARSAW,MO,In Progress,,7:00:00 PM,10
251,MINEOLA,TX,In Progress,,7:00:00 PM,8
256,GLEN CARBON,IL,In Progress,,7:00:00 PM,10
259,ROCKWALL,TX,In Progress,,7:00:00 PM,12
260,WAXAHACHIE,TX,In Progress,,7:00:00 PM,6
265,TERRELL,TX,In Progress,,7:00:00 PM,12
267,WEBB CITY,MO,In Progress,,7:00:00 PM,3
271,BOWIE,TX,In Progress,,7:00:00 PM,11
275,LIVINGSTON,TX,In Progress,,7:00:00 PM,12
277,MOORE,OK,In Progress,,7:00:00 PM,12
284,MANSFIELD,TX,In Progress,,7:00:00 PM,10
286,ENNIS,TX,In Progress,,7:00:00 PM,12
288,WOODVILLE,TX,In Progress,,7:00:00 PM,10
290,GONZALES,TX,In Progress,,7:00:00 PM,8
297,PORTER,TX,In Progress,,7:00:00 PM,11
325,RICHMOND,MO,In Progress,,7:00:00 PM,12
326,HIGGINSVILLE,MO,In Progress,,7:00:00 PM,8
330,VICTORIA,TX,In Progress,,7:00:00 PM,12
338,LAMAR,MO,In Progress,,7:00:00 PM,6
340,CHECOTAH,OK,In Progress,,7:00:00 PM,12
345,PALESTINE,TX,In Progress,,7:00:00 PM,9
351,TOMBALL,TX,In Progress,,7:00:00 PM,12
360,CUSHING,OK,In Progress,,7:00:00 PM,12
371,GRANBURY,TX,In Progress,,7:00:00 PM,12
372,DODGE CITY,KS,In Progress,,7:00:00 PM,10
374,COWETA,OK,In Progress,,7:00:00 PM,8
379,OZARK,MO,In Progress,,7:00:00 PM,12
382,OTTAWA,KS,In Progress,,7:00:00 PM,12
384,LUMBERTON,TX,In Progress,,7:00:00 PM,12
385,CUERO,TX,In Progress,,7:00:00 PM,8
389,EDMOND,OK,In Progress,,7:00:00 PM,8
397,MCALLEN,TX,In Progress,,7:00:00 PM,8
399,LONGVIEW,TX,In Progress,,7:00:00 PM,12
408,PORT ARTHUR,TX,In Progress,,7:00:00 PM,12
412,ATHENS,TX,In Progress,,7:00:00 PM,12
414,WICHITA FALLS,TX,In Progress,,7:00:00 PM,12
417,SULPHUR SPRINGS,TX,In Progress,,7:00:00 PM,6
420,WICHITA FALLS,TX,In Progress,,7:00:00 PM,12
421,DECATUR,TX,In Progress,,7:00:00 PM,12
426,COLONY,TX,In Progress,,7:00:00 PM,12
427,GREENVILLE,TX,In Progress,,7:00:00 PM,12
429,EDINBURG,TX,In Progress,,7:00:00 PM,12
437,SEALY,TX,In Progress,,7:00:00 PM,8
440,ROCKPORT,TX,In Progress,,7:00:00 PM,12
447,DEL RIO,TX,In Progress,,7:00:00 PM,12
456,BROWNSVILLE,TX,In Progress,,7:00:00 PM,12
462,ALVIN,TX,In Progress,,7:00:00 PM,12
464,CORPUS CHRISTI,TX,In Progress,,7:00:00 PM,12
470,CORPUS CHRISTI,TX,In Progress,,7:00:00 PM,10
471,LANCASTER,TX,In Progress,,7:00:00 PM,7
479,ALTUS,OK,In Progress,,7:00:00 PM,12
480,PITTSFIELD,IL,In Progress,,7:00:00 PM,6
481,MATTOON,IL,In Progress,,7:00:00 PM,12
482,WEST COLUMBIA,TX,In Progress,,7:00:00 PM,10
486,BONNER SPRINGS,KS,In Progress,,7:00:00 PM,8
490,CORPUS CHRISTI,TX,In Progress,,7:00:00 PM,12
499,ENID,OK,In Progress,,7:00:00 PM,10
500,EL PASO,TX,In Progress,,7:00:00 PM,12
503,COLUMBUS,TX,In Progress,,7:00:00 PM,8
504,GALVESTON,TX,In Progress,,7:00:00 PM,10
507,LAWRENCEBURG,KY,In Progress,,7:00:00 PM,10
512,EL PASO,TX,In Progress,,7:00:00 PM,12
513,BIG SPRING,TX,In Progress,,7:00:00 PM,12
517,MUSTANG,OK,In Progress,,7:00:00 PM,11
523,CARTHAGE,TX,In Progress,,7:00:00 PM,7
524,KENEDY,TX,In Progress,,7:00:00 PM,10
527,ANGLETON,TX,In Progress,,7:00:00 PM,12
535,ABILENE,TX,In Progress,,7:00:00 PM,12
536,ABILENE,TX,In Progress,,7:00:00 PM,4
546,RICHMOND,TX,In Progress,,7:00:00 PM,12
549,HOBBS,NM,In Progress,,7:00:00 PM,12
557,EMPORIA,KS,In Progress,,7:00:00 PM,12
558,SALINA,KS,In Progress,,7:00:00 PM,12
560,SAINT JOSEPH,MO,In Progress,,7:00:00 PM,12
573,LEES SUMMIT,MO,In Progress,,7:00:00 PM,8
576,TULSA,OK,In Progress,,7:00:00 PM,12
581,MARSHALLTOWN,IA,In Progress,,7:00:00 PM,12
590,FORT WORTH,TX,In Progress,,7:00:00 PM,12
591,CYNTHIANA,KY,In Progress,,7:00:00 PM,8
592,DERBY,KS,In Progress,,7:00:00 PM,12
595,HARLINGEN,TX,In Progress,,7:00:00 PM,12
601,SAN ANGELO,TX,In Progress,,7:00:00 PM,8
602,SPRING,TX,In Progress,,7:00:00 PM,12
603,PEKIN,IL,In Progress,,7:00:00 PM,12
607,HOBART,OK,In Progress,,7:00:00 PM,8
608,MIDLAND,TX,In Progress,,7:00:00 PM,12
609,HANNIBAL,MO,In Progress,,7:00:00 PM,12
622,OKLAHOMA CITY,OK,In Progress,,7:00:00 PM,12
626,SEMINOLE,TX,In Progress,,7:00:00 PM,11
633,KEWANEE,IL,In Progress,,7:00:00 PM,8
636,PRINCETON,IL,In Progress,,7:00:00 PM,7
645,NORFOLK,NE,In Progress,,7:00:00 PM,12
646,ANAMOSA,IA,In Progress,,7:00:00 PM,8
647,GRINNELL,IA,In Progress,,7:00:00 PM,8
651,BEAUMONT,TX,In Progress,,7:00:00 PM,12
653,HOPKINSVILLE,KY,Scheduled,9/17/2024,7:00:00 PM,10
659,NASHVILLE,TN,In Progress,,7:00:00 PM,5
664,HAYS,KS,In Progress,,7:00:00 PM,12
688,NASHVILLE,TN,In Progress,,7:00:00 PM,3
719,RICHMOND,KY,In Progress,,7:00:00 PM,12
735,WINCHESTER,TN,In Progress,,7:00:00 PM,8
748,NEWTON,IA,In Progress,,7:00:00 PM,10
749,AMES,IA,In Progress,,7:00:00 PM,12
751,PELLA,IA,In Progress,,7:00:00 PM,8
752,PASADENA,TX,In Progress,,7:00:00 PM,8
753,CEDAR FALLS,IA,In Progress,,7:00:00 PM,10
755,AMARILLO,TX,In Progress,,7:00:00 PM,10
770,GREAT BEND,KS,In Progress,,7:00:00 PM,12
775,GALESBURG,IL,In Progress,,7:00:00 PM,12
776,FREMONT,NE,In Progress,,7:00:00 PM,12
777,WEST ORANGE,TX,In Progress,,7:00:00 PM,8
782,UVALDE,TX,In Progress,,7:00:00 PM,12
783,MACON,MO,In Progress,,7:00:00 PM,4
786,DEKALB,IL,In Progress,,7:00:00 PM,12
789,MESQUITE,TX,In Progress,,7:00:00 PM,8
790,MCCOOK,NE,In Progress,,7:00:00 PM,8
791,ALICE,TX,In Progress,,7:00:00 PM,12
792,ALEDO,IL,In Progress,,7:00:00 PM,5
794,HUTCHINSON,KS,In Progress,,7:00:00 PM,12
796,PERU,IL,In Progress,,7:00:00 PM,12
799,LIBERAL,KS,In Progress,,7:00:00 PM,12
802,MONROE,WI,In Progress,,7:00:00 PM,12
804,MINERAL WELLS,TX,In Progress,,7:00:00 PM,8
806,LAS CRUCES,NM,In Progress,,7:00:00 PM,12
807,NORTH RICHLAND HILLS,TX,In Progress,,7:00:00 PM,6
810,MASON CITY,IA,In Progress,,7:00:00 PM,12
815,OSAGE BEACH,MO,In Progress,,7:00:00 PM,10
820,BOONVILLE,MO,In Progress,,7:00:00 PM,10
823,PONCA CITY,OK,In Progress,,7:00:00 PM,12
825,STANFORD,KY,In Progress,,7:00:00 PM,12
828,PLAINFIELD,IN,In Progress,,7:00:00 PM,11
830,ROCK FALLS,IL,In Progress,,7:00:00 PM,6
835,ALBUQUERQUE,NM,In Progress,,7:00:00 PM,8
841,TIPTON,IA,In Progress,,7:00:00 PM,10
844,MORRIS,IL,In Progress,,7:00:00 PM,7
847,DODGEVILLE,WI,In Progress,,7:00:00 PM,5
849,SPRING,TX,In Progress,,7:00:00 PM,12
850,ALBUQUERQUE,NM,In Progress,,7:00:00 PM,12
852,OTTAWA,IL,In Progress,,7:00:00 PM,3
861,LUBBOCK,TX,In Progress,,7:00:00 PM,8
869,ALAMOSA,CO,In Progress,,7:00:00 PM,12
880,IRVING,TX,In Progress,,7:00:00 PM,10
882,PRAIRIE DU CHIEN,WI,In Progress,,7:00:00 PM,12
885,SEWARD,NE,In Progress,,7:00:00 PM,6
886,FORT DODGE,IA,In Progress,,7:00:00 PM,12
891,STERLING,IL,In Progress,,7:00:00 PM,8
893,LINDSAY,OK,In Progress,,7:00:00 PM,8
894,TULSA,OK,In Progress,,7:00:00 PM,12
896,GRAND PRAIRIE,TX,In Progress,,7:00:00 PM,10
897,FORT STOCKTON,TX,In Progress,,7:00:00 PM,10
906,GALLUP,NM,In Progress,,7:00:00 PM,12
910,LAKE GENEVA,WI,In Progress,,7:00:00 PM,12
915,STAFFORD,TX,In Progress,,7:00:00 PM,12
918,MARSHALL,TX,In Progress,,7:00:00 PM,12
921,SALIDA,CO,In Progress,,7:00:00 PM,8
922,CORYDON,IN,In Progress,,7:00:00 PM,8
927,PLAINVIEW,TX,In Progress,,7:00:00 PM,12
933,ROCHELLE,IL,In Progress,,7:00:00 PM,7
945,LUBBOCK,TX,In Progress,,7:00:00 PM,7
947,SHERMAN,TX,In Progress,,7:00:00 PM,12
957,GENESEO,IL,In Progress,,7:00:00 PM,6
963,WEATHERFORD,TX,In Progress,,7:00:00 PM,12
964,EL PASO,TX,In Progress,,7:00:00 PM,12
966,CORTEZ,CO,In Progress,,7:00:00 PM,9
972,LAKE WORTH,TX,In Progress,,7:00:00 PM,12
975,DURANT,OK,In Progress,,7:00:00 PM,12
979,SPARTA,WI,In Progress,,7:00:00 PM,12
985,FAIRFIELD,IA,In Progress,,7:00:00 PM,8
986,FRISCO,CO,In Progress,,7:00:00 PM,8
992,TULSA,OK,In Progress,,7:00:00 PM,12
993,MCPHERSON,KS,In Progress,,7:00:00 PM,12
1009,REPUBLIC,MO,In Progress,,7:00:00 PM,6
1012,BEAVER DAM,WI,In Progress,,7:00:00 PM,12
1020,ALBERT LEA,MN,In Progress,,7:00:00 PM,8
1022,TYLER,TX,In Progress,,7:00:00 PM,8
1028,EAST PEORIA,IL,In Progress,,7:00:00 PM,12
1040,HOUSTON,TX,In Progress,,7:00:00 PM,12
1041,WESLACO,TX,In Progress,,7:00:00 PM,12
1043,PAULS VALLEY,OK,In Progress,,7:00:00 PM,10
1046,CARRIZO SPRINGS,TX,In Progress,,7:00:00 PM,12
1054,ATCHISON,KS,In Progress,,7:00:00 PM,10
1055,GARLAND,TX,In Progress,,7:00:00 PM,8
1058,MONTROSE,CO,In Progress,,7:00:00 PM,12
1067,HALLETTSVILLE,TX,In Progress,,7:00:00 PM,11
1078,BALLINGER,TX,In Progress,,7:00:00 PM,10
1093,RANTOUL,IL,Scheduled,10/9/2024,7:00:00 PM,12
1099,WICHITA,KS,In Progress,,7:00:00 PM,11
1103,HOUSTON,TX,In Progress,,7:00:00 PM,10
1116,DUNCAN,OK,In Progress,,7:00:00 PM,12
1118,BALCH SPRINGS,TX,In Progress,,7:00:00 PM,12
1125,NORMAL,IL,In Progress,,7:00:00 PM,12
1140,MOUNT STERLING,KY,In Progress,,7:00:00 PM,9
1148,WICHITA FALLS,TX,In Progress,,7:00:00 PM,9
1149,SAFFORD,AZ,In Progress,,7:00:00 PM,12
1162,WASHINGTON,IN,In Progress,,7:00:00 PM,12
1165,RADCLIFF,KY,In Progress,,7:00:00 PM,8
1167,KENOSHA,WI,In Progress,,7:00:00 PM,12
1170,LOUISVILLE,KY,In Progress,,7:00:00 PM,11
1176,STOUGHTON,WI,In Progress,,7:00:00 PM,10
1177,MANCHESTER,MO,In Progress,,7:00:00 PM,7
1178,BEDFORD,TX,In Progress,,7:00:00 PM,12
1187,IOLA,KS,In Progress,,7:00:00 PM,10
1211,HARVARD,IL,In Progress,,7:00:00 PM,6
1218,CASA GRANDE,AZ,In Progress,,7:00:00 PM,12
1221,WICHITA,KS,In Progress,,7:00:00 PM,12
1228,ROUND LAKE BEACH,IL,In Progress,,7:00:00 PM,8
1230,SHOW LOW,AZ,In Progress,,7:00:00 PM,8
1241,DAVENPORT,IA,In Progress,,7:00:00 PM,12
1249,SAN ANGELO,TX,In Progress,,7:00:00 PM,10
1256,JOLIET,IL,In Progress,,7:00:00 PM,12
1275,LEBANON,IN,In Progress,,7:00:00 PM,8
1276,SHEBOYGAN,WI,In Progress,,7:00:00 PM,12
1280,GRAND JUNCTION,CO,In Progress,,7:00:00 PM,12
1285,OTTUMWA,IA,Scheduled,9/30/2024,7:00:00 PM,12
1289,WILMINGTON,OH,In Progress,,7:00:00 PM,12
1296,SAN BENITO,TX,In Progress,,7:00:00 PM,8
1299,COTTONWOOD,AZ,In Progress,,7:00:00 PM,9
1304,WARSAW,IN,In Progress,,7:00:00 PM,12
1305,JANESVILLE,WI,In Progress,,7:00:00 PM,12
1306,ALAMOGORDO,NM,In Progress,,7:00:00 PM,12
1324,NOGALES,AZ,Scheduled,10/15/2024,7:00:00 PM,9
1326,GRAND ISLAND,NE,In Progress,,7:00:00 PM,12
1356,MARTINSVILLE,IN,In Progress,,7:00:00 PM,12
1357,SILVER CITY,NM,In Progress,,7:00:00 PM,12
1361,SIOUX CITY,IA,In Progress,,7:00:00 PM,12
1369,PAYSON,AZ,In Progress,,7:00:00 PM,10
1370,BULLHEAD CITY,AZ,In Progress,,7:00:00 PM,8
1378,GOSHEN,IN,In Progress,,7:00:00 PM,12
1380,LAS VEGAS,NM,In Progress,,7:00:00 PM,12
1381,APACHE JUNCTION,AZ,Scheduled,10/14/2024,7:00:00 PM,8
1386,PONTIAC,IL,In Progress,,7:00:00 PM,8
1389,BOONE,IA,In Progress,,7:00:00 PM,7
1394,GREENFIELD,WI,In Progress,,7:00:00 PM,8
1396,BARABOO,WI,In Progress,,7:00:00 PM,12
1397,ALBUQUERQUE,NM,In Progress,,7:00:00 PM,12
1404,LAKE ZURICH,IL,In Progress,,7:00:00 PM,5
1405,BAY CITY,TX,In Progress,,7:00:00 PM,12
1413,CRYSTAL LAKE,IL,In Progress,,7:00:00 PM,8
1414,BELEN,NM,In Progress,,7:00:00 PM,7
1415,SPIRIT LAKE,IA,In Progress,,7:00:00 PM,12
1417,PRESCOTT,AZ,In Progress,,7:00:00 PM,9
1420,STREAMWOOD,IL,In Progress,,7:00:00 PM,12
1421,WASHINGTON,IL,In Progress,,7:00:00 PM,10
1427,CIRCLEVILLE,OH,In Progress,,7:00:00 PM,12
1430,OSHKOSH,WI,In Progress,,7:00:00 PM,12
1431,KEOKUK,IA,In Progress,,7:00:00 PM,8
1439,WASHINGTON,UT,In Progress,,7:00:00 PM,12
1442,PAGE,AZ,In Progress,,7:00:00 PM,7
1447,SUPERIOR,WI,In Progress,,7:00:00 PM,8
1449,MANITOWOC,WI,In Progress,,7:00:00 PM,12
1455,FORT WORTH,TX,In Progress,,7:00:00 PM,7
1456,EVANSTON,WY,In Progress,,7:00:00 PM,12
1460,HASTINGS,NE,In Progress,,7:00:00 PM,12
1471,NEW LONDON,WI,Scheduled,9/12/2024,7:00:00 PM,4
1472,HASTINGS,MN,In Progress,,7:00:00 PM,12
1479,VALPARAISO,IN,In Progress,,7:00:00 PM,11
1480,WINCHESTER,IN,In Progress,,7:00:00 PM,10
1490,ROCKFORD,IL,In Progress,,7:00:00 PM,12
1495,HUBER HEIGHTS,OH,In Progress,,7:00:00 PM,12
1496,WATERLOO,IA,In Progress,,7:00:00 PM,12
1497,RICHTON PARK,IL,In Progress,,7:00:00 PM,8
1503,DAYTON,OH,In Progress,,7:00:00 PM,8
1506,MANCHESTER,IA,In Progress,,7:00:00 PM,4
1507,WICHITA,KS,In Progress,,7:00:00 PM,10
1515,GERMANTOWN,WI,In Progress,,7:00:00 PM,8
1516,BORGER,TX,In Progress,,7:00:00 PM,12
1519,JACKSON,OH,In Progress,,7:00:00 PM,12
1520,ABERDEEN,SD,In Progress,,7:00:00 PM,10
1531,CARPENTERSVILLE,IL,In Progress,,7:00:00 PM,6
1534,BISMARCK,ND,In Progress,,7:00:00 PM,12
1535,SIOUX FALLS,SD,In Progress,,7:00:00 PM,12
1538,BROOKINGS,SD,In Progress,,7:00:00 PM,6
1543,SPEARFISH,SD,In Progress,,7:00:00 PM,12
1547,LAFAYETTE,IN,In Progress,,7:00:00 PM,12
1548,WATSEKA,IL,In Progress,,7:00:00 PM,8
1550,GUNNISON,CO,In Progress,,7:00:00 PM,8
1551,FRANKLIN,WI,In Progress,,7:00:00 PM,12
1556,ORLAND HILLS,IL,In Progress,,7:00:00 PM,2
1566,GOSHEN,IN,In Progress,,7:00:00 PM,8
1571,MUKWONAGO,WI,In Progress,,7:00:00 PM,12
1572,VERNAL,UT,In Progress,,7:00:00 PM,10
1573,PRICE,UT,In Progress,,7:00:00 PM,10
1576,SCHERERVILLE,IN,In Progress,,7:00:00 PM,10
1577,BUFFALO,MN,In Progress,,7:00:00 PM,12
1581,FARGO,ND,In Progress,,7:00:00 PM,12
1592,BAD AXE,MI,In Progress,,7:00:00 PM,12
1596,BOLINGBROOK,IL,In Progress,,7:00:00 PM,8
1597,TULSA,OK,In Progress,,7:00:00 PM,12
1602,SPRINGFIELD,IL,In Progress,,7:00:00 PM,12
1604,RAPID CITY,SD,In Progress,,7:00:00 PM,12
1609,GRAND RAPIDS,MN,In Progress,,7:00:00 PM,9
1617,CASPER,WY,In Progress,,7:00:00 PM,12
1625,LE MARS,IA,In Progress,,7:00:00 PM,9
1626,OKLAHOMA CITY,OK,In Progress,,7:00:00 PM,12
1627,DILWORTH,MN,In Progress,,7:00:00 PM,12
1633,SARTELL,MN,In Progress,,7:00:00 PM,12
1634,LITTLE FALLS,MN,In Progress,,7:00:00 PM,12
1636,MINOT,ND,In Progress,,7:00:00 PM,12
1637,OMAHA,NE,In Progress,,7:00:00 PM,12
1639,ROCHESTER,IN,In Progress,,7:00:00 PM,12
1643,FOND DU LAC,WI,In Progress,,7:00:00 PM,12
1650,SAUKVILLE,WI,In Progress,,7:00:00 PM,12
1654,BAXTER,MN,In Progress,,7:00:00 PM,12
1659,BRIGHTON,CO,Scheduled,10/14/2024,7:00:00 PM,12
1668,GURNEE,IL,In Progress,,7:00:00 PM,7
1669,EAU CLAIRE,WI,In Progress,,7:00:00 PM,12
1671,PAPILLION,NE,In Progress,,7:00:00 PM,8
1678,DELAFIELD,WI,In Progress,,7:00:00 PM,8
1679,ONALASKA,WI,In Progress,,7:00:00 PM,12
1683,SHENANDOAH,IA,In Progress,,7:00:00 PM,12
1685,PIERRE,SD,In Progress,,7:00:00 PM,6
1690,DECATUR,IL,In Progress,,7:00:00 PM,12
1691,OVERLAND PARK,KS,In Progress,,7:00:00 PM,8
1719,BIG RAPIDS,MI,Scheduled,10/1/2024,7:00:00 PM,12
1721,IOWA CITY,IA,In Progress,,7:00:00 PM,12
1722,MARSHALL,MN,In Progress,,7:00:00 PM,12
1723,DES MOINES,IA,In Progress,,7:00:00 PM,12
1732,DENISON,IA,In Progress,,7:00:00 PM,7
1737,VILLA PARK,IL,In Progress,,7:00:00 PM,8
1738,HUTCHINSON,MN,In Progress,,7:00:00 PM,10
1740,FREEPORT,IL,In Progress,,7:00:00 PM,5
1750,MARION,OH,Scheduled,9/17/2024,7:00:00 PM,12
1752,BAY CITY,MI,Scheduled,9/24/2024,7:00:00 PM,12
1757,HERMANTOWN,MN,In Progress,,7:00:00 PM,12
1761,GRANITE CITY,IL,In Progress,,7:00:00 PM,4
1764,WINDSOR HEIGHTS,IA,In Progress,,7:00:00 PM,12
1768,OREM,UT,In Progress,,7:00:00 PM,4
1776,WATERTOWN,WI,In Progress,,7:00:00 PM,10
1784,SALEM,OR,Scheduled,2/19/2025,7:00:00 PM,8
1786,EAGAN,MN,In Progress,,7:00:00 PM,5
1790,MONROE,MI,In Progress,,7:00:00 PM,12
1799,PORTAGE,WI,In Progress,,7:00:00 PM,12
1801,ARLINGTON,TX,In Progress,,7:00:00 PM,12
1802,TOPEKA,KS,In Progress,,7:00:00 PM,6
1808,STEAMBOAT SPRINGS,CO,In Progress,,7:00:00 PM,9
1812,WOOSTER,OH,In Progress,,7:00:00 PM,7
1814,ELGIN,IL,In Progress,,7:00:00 PM,12
1817,HERMISTON,OR,In Progress,,7:00:00 PM,8
1819,MENOMONIE,WI,In Progress,,7:00:00 PM,12
1827,PARK CITY,UT,Scheduled,1/28/2025,7:00:00 PM,12
1828,PLOVER,WI,In Progress,,7:00:00 PM,8
1836,ADRIAN,MI,Scheduled,9/19/2024,7:00:00 PM,12
1854,HATILLO,PR,In Progress,,7:00:00 PM,12
1861,OAK PARK HEIGHTS,MN,Scheduled,9/30/2024,7:00:00 PM,8
1865,REDWOOD FALLS,MN,In Progress,,7:00:00 PM,11
1878,REXBURG,ID,In Progress,,7:00:00 PM,12
1892,HODGKINS,IL,In Progress,,7:00:00 PM,10
1895,FAIRLAWN,OH,In Progress,,7:00:00 PM,5
1896,COLORADO SPRINGS,CO,In Progress,,7:00:00 PM,12
1897,ELK GROVE VILLAGE,IL,In Progress,,7:00:00 PM,8
1898,SAINT CHARLES,IL,In Progress,,7:00:00 PM,9
1900,BURLEY,ID,In Progress,,7:00:00 PM,10
1901,BUTTE,MT,In Progress,,7:00:00 PM,12
1905,BLACKFOOT,ID,In Progress,,7:00:00 PM,8
1920,SALEM,OR,Scheduled,1/16/2025,7:00:00 PM,7
1927,MACEDONIA,OH,In Progress,,7:00:00 PM,12
1929,CLOQUET,MN,In Progress,,7:00:00 PM,8
1931,RHINELANDER,WI,In Progress,,7:00:00 PM,10
1933,NORTHLAKE,IL,In Progress,,7:00:00 PM,9
1943,LINCOLN,NE,In Progress,,7:00:00 PM,11
1958,RIO GRANDE CITY,TX,In Progress,,7:00:00 PM,9
1961,ALEXANDRIA,KY,In Progress,,7:00:00 PM,12
1965,COUNCIL BLUFFS,IA,In Progress,,7:00:00 PM,4
1978,PLYMOUTH,IN,In Progress,,7:00:00 PM,3
1982,APPLETON,WI,In Progress,,7:00:00 PM,12
1990,DELAWARE,OH,In Progress,,7:00:00 PM,10
1995,CHUBBUCK,ID,In Progress,,7:00:00 PM,8
1998,SKOKIE,IL,In Progress,,7:00:00 PM,5
2004,DUBUQUE,IA,In Progress,,7:00:00 PM,8
2010,NILES,MI,In Progress,,7:00:00 PM,12
2026,PONCE,PR,In Progress,,7:00:00 PM,7
2079,MARQUETTE,MI,In Progress,,7:00:00 PM,12
2086,PLANO,TX,In Progress,,7:00:00 PM,8
2087,VADNAIS HEIGHTS,MN,In Progress,,7:00:00 PM,8
2105,DALLAS,TX,In Progress,,7:00:00 PM,10
2115,NEW PHILADELPHIA,OH,In Progress,,7:00:00 PM,12
2121,SHELTON,WA,In Progress,,7:00:00 PM,9
2127,WAUSAU,WI,In Progress,,7:00:00 PM,12
2131,TOPEKA,KS,In Progress,,7:00:00 PM,12
2192,HOUGHTON,MI,In Progress,,7:00:00 PM,10
2197,CORTLAND,OH,In Progress,,7:00:00 PM,12
2201,EL PASO,TX,In Progress,,7:00:00 PM,7
2204,FOREST PARK,IL,In Progress,,7:00:00 PM,3
2221,SPRINGFIELD,MO,In Progress,,7:00:00 PM,8
2231,MOLINE,IL,In Progress,,7:00:00 PM,12
2240,HUMACAO,PR,In Progress,,7:00:00 PM,12
2249,CHEHALIS,WA,In Progress,,7:00:00 PM,8
2259,KALISPELL,MT,In Progress,,7:00:00 PM,7
2271,SHAWANO,WI,Scheduled,9/10/2024,7:00:00 PM,12
2274,FOREST LAKE,MN,In Progress,,7:00:00 PM,8
2276,LA PORTE,IN,In Progress,,7:00:00 PM,12
2293,EVERGREEN,CO,In Progress,,7:00:00 PM,12
2317,BREMERTON,WA,Scheduled,1/21/2025,7:00:00 PM,10
2335,MADISON,WI,In Progress,,7:00:00 PM,12
2352,CAMBRIDGE,MN,In Progress,,7:00:00 PM,12
2358,ALPENA,MI,Scheduled,9/23/2024,7:00:00 PM,12
2361,NORTH CANTON,OH,In Progress,,7:00:00 PM,12
2394,OKLAHOMA CITY,OK,In Progress,,7:00:00 PM,5
2421,SAINT CROIX FALLS,WI,In Progress,,7:00:00 PM,12
2427,DALLAS,TX,In Progress,,7:00:00 PM,12
2434,IRON MOUNTAIN,MI,In Progress,,7:00:00 PM,12
2439,BAYTOWN,TX,In Progress,,7:00:00 PM,12
2442,KANSAS CITY,MO,In Progress,,7:00:00 PM,5
2443,SIOUX FALLS,SD,In Progress,,7:00:00 PM,10
2447,CINCINNATI,OH,In Progress,,7:00:00 PM,12
2449,CAGUAS,PR,In Progress,,7:00:00 PM,11
2452,MILWAUKEE,WI,In Progress,,7:00:00 PM,12
2455,GREAT FALLS,MT,In Progress,,7:00:00 PM,12
2463,FRISCO,TX,In Progress,,7:00:00 PM,12
2482,MESA,AZ,Scheduled,10/9/2024,7:00:00 PM,12
2490,ROELAND PARK,KS,In Progress,,7:00:00 PM,12
2491,DANVILLE,IL,In Progress,,7:00:00 PM,12
2492,PENDLETON,OR,Scheduled,1/15/2025,7:00:00 PM,11
2509,CHILTON,WI,In Progress,,7:00:00 PM,10
2522,ESCANABA,MI,In Progress,,7:00:00 PM,12
2532,BELOIT,WI,In Progress,,7:00:00 PM,8
2544,PORTAGE,IN,In Progress,,7:00:00 PM,12
2545,MARINETTE,WI,In Progress,,7:00:00 PM,12
2579,CHADRON,NE,In Progress,,7:00:00 PM,8
2594,LYNNWOOD,WA,In Progress,,7:00:00 PM,12
2612,EL PASO,TX,In Progress,,7:00:00 PM,12
2618,COMMERCE,MI,In Progress,,7:00:00 PM,12
2642,APPLE VALLEY,MN,In Progress,,7:00:00 PM,9
2649,IRVING,TX,In Progress,,7:00:00 PM,4
2653,PORTALES,NM,In Progress,,7:00:00 PM,3
2656,ESPANOLA,NM,In Progress,,7:00:00 PM,12
2658,WEST BEND,WI,In Progress,,7:00:00 PM,12
2666,COLUMBUS,OH,In Progress,,7:00:00 PM,12
2667,DALLAS,TX,In Progress,,7:00:00 PM,3
2668,STURTEVANT,WI,In Progress,,7:00:00 PM,12
2678,MISHAWAKA,IN,Scheduled,10/8/2024,7:00:00 PM,12
2679,ELKHART,IN,In Progress,,7:00:00 PM,12
2688,TYLER,TX,In Progress,,7:00:00 PM,4
2692,CHESTERFIELD,MI,In Progress,,7:00:00 PM,12
