Store Nbr,Store Name,Item Desc 1,Curr Str On Hand Qty
780,MONROE GA,GGS GENTLE 27 OZ,14 
781,MARBLE FALLS TX,GGS GENTLE 27 OZ,58 
782,UVALDE TX,GGS GENTLE 27 OZ,58 
783,MACON MO,GGS GENTLE 27 OZ,34 
784,MOUNT PLEASANT IA,GGS GENTLE 27 OZ,1 
786,"DEKALB, IL",GGS GENTLE 27 OZ,36 
787,RIVERDALE GA,GGS GENTLE 27 OZ,0 
789,MESQUITE TX,GGS GENTLE 27 OZ,23 
790,MCCOOK NE,GGS GENTLE 27 OZ,2 
791,ALICE TX,GGS GENTLE 27 OZ,65 
793,CANYON TX,GGS GENTLE 27 OZ,56 
794,HUTCHINSON KS,GGS GENTLE 27 OZ,49 
796,PERU IL,GGS GENTLE 27 OZ,24 
799,LIBERAL KS,GGS GENTLE 27 OZ,16 
800,LEESBURG FL,GGS GENTLE 27 OZ,41 
802,MONROE WI,GGS GENTLE 27 OZ,48 
804,MINERAL WELLS TX,GGS GENTLE 27 OZ,25 
805,FENTON MO,GGS GENTLE 27 OZ,1 
806,"LAS CRUCES, NM",GGS GENTLE 27 OZ,22 
807,"N RICHLAND HILLS, TX",GGS GENTLE 27 OZ,8 
808,LAKE JACKSON TX,GGS GENTLE 27 OZ,67 
809,OXFORD AL,GGS GENTLE 27 OZ,99 
811,ARCADIA FL,GGS GENTLE 27 OZ,136 
812,DUMAS TX,GGS GENTLE 27 OZ,20 
813,BROWNWOOD TX,GGS GENTLE 27 OZ,35 
815,"OSAGE BEACH, MO",GGS GENTLE 27 OZ,12 
816,BROOKHAVEN MS,GGS GENTLE 27 OZ,1 
817,KISSIMMEE FL,GGS GENTLE 27 OZ,63 
818,PANAMA CITY BEACH,GGS GENTLE 27 OZ,8 
819,CAPE CORAL FL/FT MYERS,GGS GENTLE 27 OZ,10 
820,BOONVILLE MO,GGS GENTLE 27 OZ,0 
829,"SANTA FE,NM",GGS GENTLE 27 OZ,35 
835,ALBUQUERQUE - JUAN TOBO,GGS GENTLE 27 OZ,60 
836,ST MARYS GA,GGS GENTLE 27 OZ,24 
837,THAYER MO,GGS GENTLE 27 OZ,12 
839,BATON ROUGE LA,GGS GENTLE 27 OZ,18 
842,"PUEBLO (N), CO",GGS GENTLE 27 OZ,34 
844,MORRIS IL,GGS GENTLE 27 OZ,24 
845,BUFFALO MO EF,GGS GENTLE 27 OZ,18 
846,LAGRANGE TX,GGS GENTLE 27 OZ,42 
847,DODGEVILLE WI,GGS GENTLE 27 OZ,55 
848,SOUTHAVEN MS,GGS GENTLE 27 OZ,72 
849,HOUST/HUMBLE/ALBIDE,GGS GENTLE 27 OZ,19 
851,"RUIDOSO DOWNS, NM",GGS GENTLE 27 OZ,1 
852,OTTAWA IL,GGS GENTLE 27 OZ,39 
853,MOBILE AL,GGS GENTLE 27 OZ,12 
854,FRANKFORT IN,GGS GENTLE 27 OZ,3 
855,UNION CITY GA,GGS GENTLE 27 OZ,45 
857,SANFORD FL,GGS GENTLE 27 OZ,39 
858,CAIRO GA,GGS GENTLE 27 OZ,0 
859,LAKE WALES FL,GGS GENTLE 27 OZ,42 
863,ROANOKE AL,GGS GENTLE 27 OZ,14 
864,VIDALIA GA,GGS GENTLE 27 OZ,63 
866,"MOBILE (S), AL",GGS GENTLE 27 OZ,38 
867,SCOTTSBLUFF NE,GGS GENTLE 27 OZ,14 
868,CARLSBAD NM,GGS GENTLE 27 OZ,12 
872,PEARLAND TX,GGS GENTLE 27 OZ,51 
874,NATCHEZ MS,GGS GENTLE 27 OZ,28 
875,RIDGELAND MS /JACKSON,GGS GENTLE 27 OZ,34 
876,MANY LA,GGS GENTLE 27 OZ,40 
878,"CUMMING, GA",GGS GENTLE 27 OZ,0 
880,IRVING TX,GGS GENTLE 27 OZ,54 
884,SHELBYVILLE IN,GGS GENTLE 27 OZ,0 
887,PETAL MS,GGS GENTLE 27 OZ,28 
889,THOMASVILLE GA,GGS GENTLE 27 OZ,26 
896,GRAND PRARIE TX,GGS GENTLE 27 OZ,50 
897,FT STOCKTON TX,GGS GENTLE 27 OZ,6 
899,VALDOSTA GA,GGS GENTLE 27 OZ,33 
900,CHILDRESS TX,GGS GENTLE 27 OZ,1 
901,SEGUIN TX,GGS GENTLE 27 OZ,61 
902,GREENCASTLE IN,GGS GENTLE 27 OZ,7 
903,"JACKSON, MS",GGS GENTLE 27 OZ,24 
905,LONGMONT CO,GGS GENTLE 27 OZ,60 
906,GALLUP NM,GGS GENTLE 27 OZ,22 
907,FORSYTH GA,GGS GENTLE 27 OZ,28 
908,ORLANDO (SW) FL,GGS GENTLE 27 OZ,17 
909,CHALMETTE LA,GGS GENTLE 27 OZ,45 
910,LAKE GENEVA WI,GGS GENTLE 27 OZ,65 
912,NEW ORLEANS (EAST) LA,GGS GENTLE 27 OZ,41 
914,CASSVILLE MO,GGS GENTLE 27 OZ,26 
915,STAFFORD/MISSOURI CITY TX,GGS GENTLE 27 OZ,8 
916,HATTIESBURG MS,GGS GENTLE 27 OZ,30 
917,BRADY TX,GGS GENTLE 27 OZ,34 
918,MARSHALL TX,GGS GENTLE 27 OZ,48 
923,NOBLESVILLE IN,GGS GENTLE 27 OZ,23 
925,SEFFNER FL /MANGO,GGS GENTLE 27 OZ,28 
927,PLAINVIEW TX,GGS GENTLE 27 OZ,4 
928,JACKSONVILLE RACETRACK FL,GGS GENTLE 27 OZ,31 
931,"VERO BEACH, FL",GGS GENTLE 27 OZ,1 
932,GRIFFIN GA,GGS GENTLE 27 OZ,16 
933,ROCHELLE IL,GGS GENTLE 27 OZ,3 
934,DAPHNE/LAKE FORREST AL,GGS GENTLE 27 OZ,10 
935,DENHAM SPRINGS LA,GGS GENTLE 27 OZ,40 
936,EFFINGHAM IL,GGS GENTLE 27 OZ,36 
938,MONTGOMERY (E) AL,GGS GENTLE 27 OZ,57 
939,WACO TX,GGS GENTLE 27 OZ,86 
941,BRANDON FL,GGS GENTLE 27 OZ,107 
943,CASSELBERRY/WINTERSPRINGS,GGS GENTLE 27 OZ,66 
944,CRESTVIEW FL,GGS GENTLE 27 OZ,18 
945,LUBBOCK TX (W),GGS GENTLE 27 OZ,8 
947,SHERMAN TX,GGS GENTLE 27 OZ,24 
950,"BARTLETT, TN",GGS GENTLE 27 OZ,3 
951,HEMPSTEAD TX,GGS GENTLE 27 OZ,24 
952,MOULTRIE GA,GGS GENTLE 27 OZ,33 
953,LOVELAND CO,GGS GENTLE 27 OZ,23 
954,HAZELHURST MS,GGS GENTLE 27 OZ,32 
955,APOPKA FL,GGS GENTLE 27 OZ,52 
956,MELBOURNE FL,GGS GENTLE 27 OZ,42 
960,DUNNELLON FL,GGS GENTLE 27 OZ,15 
961,LAPLACE LA,GGS GENTLE 27 OZ,48 
962,TRINIDAD CO,GGS GENTLE 27 OZ,12 
963,WEATHERFORD TX,GGS GENTLE 27 OZ,68 
967,SPRINGHILL / BROOKSVILLE,GGS GENTLE 27 OZ,21 
968,WINTER HAVEN FL,GGS GENTLE 27 OZ,70 
969,GULFPORT MS,GGS GENTLE 27 OZ,37 
971,VIROQUA WI,GGS GENTLE 27 OZ,21 
972,LAKE WORTH TX,GGS GENTLE 27 OZ,33 
974,"WEST MELBOURNE, FL",GGS GENTLE 27 OZ,325 
977,FERNANDINA BEACH FL,GGS GENTLE 27 OZ,1 
978,ARKANSAS CITY KS,GGS GENTLE 27 OZ,34 
980,GREELEY CO,GGS GENTLE 27 OZ,11 
984,CASTLE ROCK CO,GGS GENTLE 27 OZ,42 
986,FRISCO CO,GGS GENTLE 27 OZ,43 
987,FORT MYERS (S) FL,GGS GENTLE 27 OZ,1 
988,LAND O' LAKES FL,GGS GENTLE 27 OZ,62 
993,MCPHERSON KS,GGS GENTLE 27 OZ,15 
994,NEW PORT RICHNEY (ELFERS),GGS GENTLE 27 OZ,78 
998,WESTWOOD KS,GGS GENTLE 27 OZ,36 
999,SAN ANTONIO RAY ELLISON &,GGS GENTLE 27 OZ,38 
1000,BROWNSVILLE TX,GGS GENTLE 27 OZ,60 
1003,PLANO IL,GGS GENTLE 27 OZ,8 
1004,BRADENTON FL,GGS GENTLE 27 OZ,0 
1007,RICHLAND CENTER WI,GGS GENTLE 27 OZ,63 
1008,"LOVELAND (N), CO",GGS GENTLE 27 OZ,0 
1009,REPUBLIC MO,GGS GENTLE 27 OZ,0 
1010,ROCKINGHAM NC,GGS GENTLE 27 OZ,0 
1011,RINCON GA,GGS GENTLE 27 OZ,50 
1012,BEAVER DAM WI,GGS GENTLE 27 OZ,1 
1014,INDEPENDENCE MO,GGS GENTLE 27 OZ,5 
1016,THIBODAUX LA,GGS GENTLE 27 OZ,54 
1017,MANNING SC,GGS GENTLE 27 OZ,51 
1018,EASTMAN GA,GGS GENTLE 27 OZ,42 
1019,CANON CITY CO,GGS GENTLE 27 OZ,51 
1020,ALBERT LEA MN,GGS GENTLE 27 OZ,51 
1022,TYLER (W) TX,GGS GENTLE 27 OZ,30 
1023,GALAX VA,GGS GENTLE 27 OZ,2 
1024,SWAINSBORO GA,GGS GENTLE 27 OZ,36 
1025,MCCOMB MS,GGS GENTLE 27 OZ,24 
1027,CONCORD NC,GGS GENTLE 27 OZ,3 
1029,HOMOSASSA FL,GGS GENTLE 27 OZ,18 
1032,PANAMA CITY FL,GGS GENTLE 27 OZ,56 
1037,SUMMERVILLE SC,GGS GENTLE 27 OZ,4 
1038,WASECA MN,GGS GENTLE 27 OZ,73 
1039,MOUNT AIRY NC,GGS GENTLE 27 OZ,0 
1040,HOUSTON (SPENCER) TX,GGS GENTLE 27 OZ,35 
1041,WESLACO TX,GGS GENTLE 27 OZ,99 
1042,BASTROP TX,GGS GENTLE 27 OZ,47 
1043,PAULS VALLEY OK,GGS GENTLE 27 OZ,11 
1044,TYLER TX,GGS GENTLE 27 OZ,49 
1045,LAFAYETTE CO,GGS GENTLE 27 OZ,45 
1051,LEVELLAND TX,GGS GENTLE 27 OZ,37 
1052,FAYETTE AL,GGS GENTLE 27 OZ,0 
1057,TALLASSEE AL EF,GGS GENTLE 27 OZ,67 
1060,MORGANTON NC,GGS GENTLE 27 OZ,4 
1063,GENEVA AL,GGS GENTLE 27 OZ,2 
1065,HOPE AR,GGS GENTLE 27 OZ,77 
1066,PASCAGOULA MS,GGS GENTLE 27 OZ,46 
1068,SEBASTIAN FL,GGS GENTLE 27 OZ,76 
1071,WOOD RIVER IL,GGS GENTLE 27 OZ,43 
1072,TIFTON GA,GGS GENTLE 27 OZ,43 
1073,LAMPASSAS TX,GGS GENTLE 27 OZ,7 
1074,GRENADA MS,GGS GENTLE 27 OZ,8 
1076,MACON GA,GGS GENTLE 27 OZ,24 
1077,"TALLAHASSEE, FL",GGS GENTLE 27 OZ,31 
1079,NEW SMYRNA BEACH FL,GGS GENTLE 27 OZ,16 
1080,JOHNSON CITY TN,GGS GENTLE 27 OZ,34 
1081,GAINESVILLE FL,GGS GENTLE 27 OZ,1 
1082,JACKSONVILLE FL,GGS GENTLE 27 OZ,25 
1083,JACKSONVILLE FL,GGS GENTLE 27 OZ,2 
1084,ORLANDO FL,GGS GENTLE 27 OZ,39 
1085,PORT RICHEY FL,GGS GENTLE 27 OZ,52 
1086,SAINT CLOUD FL,GGS GENTLE 27 OZ,75 
1087,STUART FL,GGS GENTLE 27 OZ,19 
1088,BILOXI MS,GGS GENTLE 27 OZ,38 
1089,KIMBALL /JASPER TN,GGS GENTLE 27 OZ,105 
1091,ANDALUSIA AL,GGS GENTLE 27 OZ,24 
1093,RANTOUL IL,GGS GENTLE 27 OZ,48 
1095,GLENWOOD SPRINGS CO,GGS GENTLE 27 OZ,(1)
1097,"ABERDEEN, NC",GGS GENTLE 27 OZ,5 
1098,PORT LAVACA TX,GGS GENTLE 27 OZ,36 
1101,WETUMPKA AL,GGS GENTLE 27 OZ,78 
1102,BAKER LA,GGS GENTLE 27 OZ,32 
1104,INVERNESS FL,GGS GENTLE 27 OZ,42 
1106,"VIDALIA, LA",GGS GENTLE 27 OZ,19 
1107,OAKDALE LA,GGS GENTLE 27 OZ,35 
1109,RAYVILLE LA,GGS GENTLE 27 OZ,46 
1110,FARMERVILLE LA,GGS GENTLE 27 OZ,32 
1111,HARTWELL GA,GGS GENTLE 27 OZ,26 
1112,THOMASTON GA,GGS GENTLE 27 OZ,25 
1113,"LONDON, KY",GGS GENTLE 27 OZ,18 
1114,"MOUNTAIN VIEW, AR",GGS GENTLE 27 OZ,26 
1115,HOHENWALD TN,GGS GENTLE 27 OZ,12 
1118,BALCH SPRINGS TX,GGS GENTLE 27 OZ,38 
1119,NAPLES FL,GGS GENTLE 27 OZ,43 
1120,GLADSTONE MO,GGS GENTLE 27 OZ,6 
1121,MILLEDGEVILLE GA,GGS GENTLE 27 OZ,10 
1122,EASTANOLLEE GA,GGS GENTLE 27 OZ,37 
1124,HARTSELLE AL,GGS GENTLE 27 OZ,59 
1126,BOERNE TX,GGS GENTLE 27 OZ,31 
1128,MARKSVILLE LA,GGS GENTLE 27 OZ,50 
1129,"AUSTIN (NW), TX",GGS GENTLE 27 OZ,65 
1133,ALBEMARLE NC,GGS GENTLE 27 OZ,7 
1134,DE FUNIAK SPRINGS FL,GGS GENTLE 27 OZ,39 
1135,HARTSVILLE SC,GGS GENTLE 27 OZ,9 
1136,PORT ALLEN LA,GGS GENTLE 27 OZ,53 
1137,HOUSTON (UVALDE) TX,GGS GENTLE 27 OZ,42 
1143,SANDERSVILLE GA,GGS GENTLE 27 OZ,35 
1150,COLLEGE STATION TX,GGS GENTLE 27 OZ,4 
1153,MACON GA,GGS GENTLE 27 OZ,45 
1154,FREDERICKSBURG TX,GGS GENTLE 27 OZ,74 
1157,N VERNON IN,GGS GENTLE 27 OZ,1 
1160,AURORA IN,GGS GENTLE 27 OZ,1 
1161,ST CHARLES MO,GGS GENTLE 27 OZ,13 
1162,WASHINGTON IN,GGS GENTLE 27 OZ,2 
1163,GRETNA LA,GGS GENTLE 27 OZ,32 
1165,RADCLIFF KY,GGS GENTLE 27 OZ,4 
1167,KENOSHA WI,GGS GENTLE 27 OZ,15 
1168,COLUMBIA MS,GGS GENTLE 27 OZ,30 
1169,SPRINGHILL LA,GGS GENTLE 27 OZ,4 
1170,LOUISVILLE KY,GGS GENTLE 27 OZ,12 
1171,SARASOTA FL,GGS GENTLE 27 OZ,44 
1172,JACKSONVILLE BEACH FL,GGS GENTLE 27 OZ,12 
1173,JACKSONVILLE FL,GGS GENTLE 27 OZ,2 
1174,THOMASVILLE AL,GGS GENTLE 27 OZ,52 
1175,FLAGSTAFF AZ,GGS GENTLE 27 OZ,22 
1176,STOUGHTON WI,GGS GENTLE 27 OZ,57 
1177,"MANCHESTER, MO",GGS GENTLE 27 OZ,12 
1178,BEDFORD TX,GGS GENTLE 27 OZ,13 
1179,"ARDEN, NC",GGS GENTLE 27 OZ,12 
1180,GREENSBURG IN,GGS GENTLE 27 OZ,15 
1181,MARIETTA GA,GGS GENTLE 27 OZ,(3)
1182,PALM COAST FL,GGS GENTLE 27 OZ,60 
1184,"STONE MOUNTAIN, GA",GGS GENTLE 27 OZ,0 
1185,AUSTIN (N) TX,GGS GENTLE 27 OZ,56 
1186,LIBERTY TX,GGS GENTLE 27 OZ,1 
1187,IOLA KS,GGS GENTLE 27 OZ,35 
1188,"BRIDGETON, MO",GGS GENTLE 27 OZ,66 
1190,"BEREA, KY",GGS GENTLE 27 OZ,0 
1191,HILLSBOROUGH NC,GGS GENTLE 27 OZ,30 
1192,MAGEE MS,GGS GENTLE 27 OZ,38 
1193,MONROE LA,GGS GENTLE 27 OZ,36 
1194,OAK RIDGE TN,GGS GENTLE 27 OZ,37 
1195,WAVELAND MS,GGS GENTLE 27 OZ,24 
1196,NEW ROADS LA,GGS GENTLE 27 OZ,60 
1198,SAN ANTONIO (N) TX,GGS GENTLE 27 OZ,36 
1199,AVON CO,GGS GENTLE 27 OZ,39 
1202,WISCONSIN RAPIDS WI,GGS GENTLE 27 OZ,1 
1203,WIMAUMA FL,GGS GENTLE 27 OZ,40 
1204,LAKE CHARLES (W) LA,GGS GENTLE 27 OZ,45 
1206,BATON ROUGE LA,GGS GENTLE 27 OZ,29 
1207,CALLAWAY FL PANAMA CITY E,GGS GENTLE 27 OZ,12 
1209,LINCOLNTON NC,GGS GENTLE 27 OZ,0 
1210,NICHOLASVILLE KY,GGS GENTLE 27 OZ,4 
1211,HARVARD IL,GGS GENTLE 27 OZ,52 
1212,SARALAND AL,GGS GENTLE 27 OZ,2 
1213,"BROOKSVILLE, FL",GGS GENTLE 27 OZ,74 
1215,CALHOUN GA,GGS GENTLE 27 OZ,17 
1216,CARROLLTON TX,GGS GENTLE 27 OZ,33 
1217,FRANKLIN NC,GGS GENTLE 27 OZ,13 
1218,CASA GRANDE AZ,GGS GENTLE 27 OZ,18 
1220,ORLANDO FL,GGS GENTLE 27 OZ,11 
1221,WICHITA KS,GGS GENTLE 27 OZ,35 
1222,PENSACOLA (N) FL,GGS GENTLE 27 OZ,14 
1223,TALLAHASSEE (NE) FL,GGS GENTLE 27 OZ,18 
1225,ORANGE PARK FL,GGS GENTLE 27 OZ,6 
1226,ASHLAND CITY TN,GGS GENTLE 27 OZ,1 
1227,"AUGUSTA (MARTINEZ), GA",GGS GENTLE 27 OZ,6 
1229,HOOVER(BIRMINGHAM) AL,GGS GENTLE 27 OZ,75 
1231,THORNTON CO,GGS GENTLE 27 OZ,4 
1232,BELTON TX,GGS GENTLE 27 OZ,39 
1233,PAINTSVILLE KY,GGS GENTLE 27 OZ,15 
1234,MONTICELLO KY,GGS GENTLE 27 OZ,41 
1235,SAN ANTONIO TX,GGS GENTLE 27 OZ,49 
1236,GOLDSBORO NC,GGS GENTLE 27 OZ,3 
1237,DUNN NC,GGS GENTLE 27 OZ,138 
1238,FAYETTEVILLE NC,GGS GENTLE 27 OZ,4 
1239,URBANA OH,GGS GENTLE 27 OZ,2 
1241,DAVENPORT IA,GGS GENTLE 27 OZ,60 
1243,MARTINSVILLE VA,GGS GENTLE 27 OZ,38 
1247,HAZARD KY,GGS GENTLE 27 OZ,0 
1249,"SAN ANGELO, TX",GGS GENTLE 27 OZ,200 
1252,"HIGHLANDS RANCH, CO",GGS GENTLE 27 OZ,2 
1253,AUSTIN (S) TX,GGS GENTLE 27 OZ,36 
1254,BELLMEAD TX,GGS GENTLE 27 OZ,29 
1259,CORBIN KY,GGS GENTLE 27 OZ,49 
1260,LUCEDALE MS,GGS GENTLE 27 OZ,1 
1261,FAYETTEVILLE (NE) NC,GGS GENTLE 27 OZ,156 
1265,ST LOUIS MO,GGS GENTLE 27 OZ,24 
1266,BATON ROUGE LA,GGS GENTLE 27 OZ,47 
1267,SUN PRAIRIE WI,GGS GENTLE 27 OZ,60 
1268,WHITEVILLE NC,GGS GENTLE 27 OZ,67 
1272,SNYDER TX,GGS GENTLE 27 OZ,58 
1274,WHITEWATER WI,GGS GENTLE 27 OZ,23 
1275,LEBANON IN,GGS GENTLE 27 OZ,6 
1276,"SHEBOYGAN, WI",GGS GENTLE 27 OZ,52 
1277,BLACK RIVER FALLS WI,GGS GENTLE 27 OZ,84 
1279,HOUSTON TX,GGS GENTLE 27 OZ,35 
1281,SPARTENBURG (EAST) SC,GGS GENTLE 27 OZ,9 
1282,CONCORDIA KS,GGS GENTLE 27 OZ,34 
1283,STARKE FL,GGS GENTLE 27 OZ,10 
1284,PHENIX CITY AL,GGS GENTLE 27 OZ,46 
1286,COLUMBIA SC,GGS GENTLE 27 OZ,14 
1288,ROXBORO NC,GGS GENTLE 27 OZ,60 
1289,WILMINGTON OH,GGS GENTLE 27 OZ,24 
1290,WILKESBORO NC,GGS GENTLE 27 OZ,2 
1296,SAN BENITO TX,GGS GENTLE 27 OZ,68 
1297,CHIEFLAND FL,GGS GENTLE 27 OZ,17 
1299,COTTONWOOD AZ,GGS GENTLE 27 OZ,27 
1300,NEW BERN NC,GGS GENTLE 27 OZ,0 
1301,ROANOKE (S) VA,GGS GENTLE 27 OZ,4 
1302,NORTON VA,GGS GENTLE 27 OZ,75 
1303,GEORGETOWN TX,GGS GENTLE 27 OZ,36 
1304,WARSAW IN,GGS GENTLE 27 OZ,45 
1306,ALAMOGORDO NM,GGS GENTLE 27 OZ,4 
1307,BOURBONAIS IL,GGS GENTLE 27 OZ,29 
1309,"SALEM, VA",GGS GENTLE 27 OZ,3 
1310,TERRE HAUTE (S) IN,GGS GENTLE 27 OZ,93 
1311,COLUMBUS (N) GA,GGS GENTLE 27 OZ,24 
1312,SPRING LAKE NC,GGS GENTLE 27 OZ,103 
1313,SAN ANTONIO (S) TX,GGS GENTLE 27 OZ,39 
1314,BUFORD GA,GGS GENTLE 27 OZ,13 
1316,STURGEON BAY WI,GGS GENTLE 27 OZ,1 
1318,KNOXVILLE (NW) TN,GGS GENTLE 27 OZ,30 
1319,KNOXVILLE (N) TN,GGS GENTLE 27 OZ,27 
1320,KNOXVILLE (SE) TN,GGS GENTLE 27 OZ,12 
1321,"SMITHFIELD, NC",GGS GENTLE 27 OZ,156 
1322,LEXINGTON NC,GGS GENTLE 27 OZ,1 
1324,NOGALES AZ,GGS GENTLE 27 OZ,10 
1325,TUCSON (N) AZ,GGS GENTLE 27 OZ,39 
1326,NORTH GRAND ISLAND,GGS GENTLE 27 OZ,24 
1330,LIMA OH,GGS GENTLE 27 OZ,7 
1333,VAN WERT OH,GGS GENTLE 27 OZ,15 
1335,LEXINGTON VA,GGS GENTLE 27 OZ,58 
1336,MARION VA,GGS GENTLE 27 OZ,47 
1337,ELKIN NC,GGS GENTLE 27 OZ,60 
1338,COLUMBUS (S) GA,GGS GENTLE 27 OZ,13 
1340,ATLANTA/DECATUR GA,GGS GENTLE 27 OZ,48 
1341,EVANSVILLE(W) IN,GGS GENTLE 27 OZ,24 
1342,KENNER LA,GGS GENTLE 27 OZ,43 
1344,STAUNTON VIRGINIA,GGS GENTLE 27 OZ,29 
1345,SOUTH BOSTON VA,GGS GENTLE 27 OZ,1 
1346,OCEAN SPRINGS MS,GGS GENTLE 27 OZ,9 
1348,WILMINGTON (S) NC,GGS GENTLE 27 OZ,82 
1350,LYNCHBURG VA,GGS GENTLE 27 OZ,70 
1351,BECKLEY WV,GGS GENTLE 27 OZ,1 
1352,WALLACE NC,GGS GENTLE 27 OZ,48 
1353,HARAHAN LA,GGS GENTLE 27 OZ,12 
1354,WASHINGTON NC,GGS GENTLE 27 OZ,2 
1355,MOREHEAD CITY NC,GGS GENTLE 27 OZ,10 
1357,SILVER CITY NM,GGS GENTLE 27 OZ,3 
1358,WALTERBORO SC,GGS GENTLE 27 OZ,60 
1359,NORTH CHARLESTON SC,GGS GENTLE 27 OZ,32 
1362,DESTIN FL,GGS GENTLE 27 OZ,42 
1363,MADISON GA,GGS GENTLE 27 OZ,77 
1365,HUDSON WI,GGS GENTLE 27 OZ,12 
1366,MERRILL WI,GGS GENTLE 27 OZ,(33)
1367,WARNER ROBINS GA,GGS GENTLE 27 OZ,84 
1368,WEST UNION OH,GGS GENTLE 27 OZ,32 
1369,PAYSON AZ,GGS GENTLE 27 OZ,17 
1370,BULLHEAD CITY AZ,GGS GENTLE 27 OZ,29 
1372,GARNER/RALEIGH NC,GGS GENTLE 27 OZ,5 
1374,"ALTAMONTE SPRINGS , FL",GGS GENTLE 27 OZ,37 
1375,MARIANNA FL,GGS GENTLE 27 OZ,30 
1376,HENDERSONVILLE TN,GGS GENTLE 27 OZ,1 
1377,MCHENRY IL,GGS GENTLE 27 OZ,64 
1378,"GOSHEN (S), IN",GGS GENTLE 27 OZ,33 
1379,GREENVILLE NC,GGS GENTLE 27 OZ,10 
1380,LAS VEGAS NM,GGS GENTLE 27 OZ,(1)
1381,"APACHE JUNCTION, AZ",GGS GENTLE 27 OZ,42 
1384,LA JUNTA CO,GGS GENTLE 27 OZ,13 
1385,GASTONIA NC,GGS GENTLE 27 OZ,1 
1387,CORAL SPRINGS FL,GGS GENTLE 27 OZ,25 
1388,KENDALLVILLE IN,GGS GENTLE 27 OZ,59 
1389,BOONE IA,GGS GENTLE 27 OZ,6 
1390,PINELLAS PARK FL,GGS GENTLE 27 OZ,50 
1391,DAYTONA BEACH FL,GGS GENTLE 27 OZ,6 
1392,WILMINGTON (N) NC,GGS GENTLE 27 OZ,51 
1394,GREENFIELD WI,GGS GENTLE 27 OZ,21 
1395,CENTRALIA IL,GGS GENTLE 27 OZ,70 
1396,BARABOO WI,GGS GENTLE 27 OZ,41 
1399,BEDFORD VA,GGS GENTLE 27 OZ,16 
1400,ATHENS GA,GGS GENTLE 27 OZ,36 
1401,NAPERVILLE IL,GGS GENTLE 27 OZ,12 
1403,CORNELIA GA,GGS GENTLE 27 OZ,23 
1404,LAKE ZURICH IL,GGS GENTLE 27 OZ,36 
1405,"BAY CITY, TX",GGS GENTLE 27 OZ,4 
1406,WINCHESTER VA,GGS GENTLE 27 OZ,34 
1407,LEBANON OH,GGS GENTLE 27 OZ,72 
1408,TALLAHASSEE(W) FL,GGS GENTLE 27 OZ,46 
1409,HOUSTON TX,GGS GENTLE 27 OZ,52 
1410,TROY OH,GGS GENTLE 27 OZ,18 
1412,LARAMIE WY,GGS GENTLE 27 OZ,7 
1413,CRYSTAL LAKE IL,GGS GENTLE 27 OZ,61 
1416,NAPOLEON OH,GGS GENTLE 27 OZ,2 
1417,PRESCOTT AZ,GGS GENTLE 27 OZ,29 
1419,FT WAYNE(N) IN,GGS GENTLE 27 OZ,626 
1420,STREAMWOOD IL,GGS GENTLE 27 OZ,15 
1422,ALMA MI,GGS GENTLE 27 OZ,5 
1424,COLONIAL HEIGHTS VA,GGS GENTLE 27 OZ,3 
1426,ASHLAND KY,GGS GENTLE 27 OZ,31 
1427,CIRCLEVILLE OH,GGS GENTLE 27 OZ,39 
1428,MT PLEASANT MI,GGS GENTLE 27 OZ,35 
1429,FREMONT OH,GGS GENTLE 27 OZ,12 
1430,OSHKOSH WI,GGS GENTLE 27 OZ,46 
1431,KEOKUK IA,GGS GENTLE 27 OZ,6 
1432,CADILLAC MI,GGS GENTLE 27 OZ,87 
1433,CELINA OH,GGS GENTLE 27 OZ,10 
1436,"GREENACRES CITY, FL",GGS GENTLE 27 OZ,48 
1438,CEDAR CITY UT,GGS GENTLE 27 OZ,4 
1439,"WASHINGTON CITY, UTAH",GGS GENTLE 27 OZ,3 
1440,TOOELE UT,GGS GENTLE 27 OZ,36 
1441,"MASON, OH",GGS GENTLE 27 OZ,18 
1442,PAGE AZ,GGS GENTLE 27 OZ,32 
1443,CINCINNATI (SE) OH,GGS GENTLE 27 OZ,0 
1444,JACKSONVILLE FL,GGS GENTLE 27 OZ,3 
1445,PORT CLINTON OH,GGS GENTLE 27 OZ,54 
1446,RICE LAKE WI,GGS GENTLE 27 OZ,5 
1447,SUPERIOR WI,GGS GENTLE 27 OZ,41 
1448,ASHLAND OH,GGS GENTLE 27 OZ,4 
1449,MANITOWOC WI,GGS GENTLE 27 OZ,31 
1450,RIPLEY WV,GGS GENTLE 27 OZ,47 
1451,BEARDSTOWN IL,GGS GENTLE 27 OZ,19 
1452,CHARLOTTE (S) NC EF,GGS GENTLE 27 OZ,19 
1453,GREEN BAY WI,GGS GENTLE 27 OZ,139 
1455,FT WORTH TX,GGS GENTLE 27 OZ,19 
1456,EVANSTON WY,GGS GENTLE 27 OZ,0 
1458,"FT. OGLETHORPE, GA",GGS GENTLE 27 OZ,102 
1460,HASTINGS NE,GGS GENTLE 27 OZ,25 
1462,GREENVILLE AL,GGS GENTLE 27 OZ,5 
1463,XENIA OH,GGS GENTLE 27 OZ,17 
1464,CHARLOTTE (SW) NC,GGS GENTLE 27 OZ,9 
1468,BATESVILLE MS,GGS GENTLE 27 OZ,2 
