Store Nbr,Store Name,Item Desc 1,Curr Str On Hand Qty
2807,"HARRISONBURG, VA",GGS GENTLE 27 OZ,13 
2808,"MIDLOTHIAN (S), VA",GGS GENTLE 27 OZ,2 
2810,"SPENCER, WV",GGS GENTLE 27 OZ,4 
2811,"ATHENS, GA",GGS GENTLE 27 OZ,40 
2812,"ROCHESTER (S), MN",GGS GENTLE 27 OZ,79 
2813,"MARSHFIELD, WI",GGS GENTLE 27 OZ,41 
2814,HIALEAH GARDENS (NW) FL,GGS GENTLE 27 OZ,24 
2815,"ROLLING MEADOWS, IL",GGS GENTLE 27 OZ,40 
2816,"NILES, IL",GGS GENTLE 27 OZ,33 
2817,"LANSING, IL",GGS GENTLE 27 OZ,18 
2820,"WORTHINGTON, MN",GGS GENTLE 27 OZ,2 
2821,RICHMOND(CHIPPENHAM) VA,GGS GENTLE 27 OZ,35 
2822,"WALKER, LA",GGS GENTLE 27 OZ,42 
2823,"PARKERSBURG, (S) WV",GGS GENTLE 27 OZ,41 
2825,"OLD BRIDGE, NJ",GGS GENTLE 27 OZ,126 
2827,"CORALVILLE, IA",GGS GENTLE 27 OZ,1 
2828,"MILWAUKEE (S), WI",GGS GENTLE 27 OZ,72 
2830,"EDDYSTONE, PA",GGS GENTLE 27 OZ,114 
2832,"HARDEEVILLE, SC",GGS GENTLE 27 OZ,14 
2833,"GRAFTON, WV",GGS GENTLE 27 OZ,60 
2834,FT WORTH GOLDEN TRIANGLE,GGS GENTLE 27 OZ,62 
2836,"FUQUAY-VARINA, NC",GGS GENTLE 27 OZ,12 
2838,"HENDERSON (N), NV",GGS GENTLE 27 OZ,36 
2841,"LUMBERTON, NJ",GGS GENTLE 27 OZ,48 
2842,"CORONA, CA",GGS GENTLE 27 OZ,2 
2843,"SUMMERFIELD, FL",GGS GENTLE 27 OZ,20 
2846,"OLIVE BRANCH, MS",GGS GENTLE 27 OZ,18 
2847,"BELLEVUE, NE",GGS GENTLE 27 OZ,3 
2849,"MASON, WV",GGS GENTLE 27 OZ,3 
2850,"HAMPSTEAD, MD",GGS GENTLE 27 OZ,52 
2852,"MOUNDSVILLE, WV",GGS GENTLE 27 OZ,51 
2853,"LA PLATA, MD",GGS GENTLE 27 OZ,3 
2854,"LISBON, CT",GGS GENTLE 27 OZ,1 
2855,"SHAWNEE, KS",GGS GENTLE 27 OZ,2 
2856,"OAK GROVE, MO",GGS GENTLE 27 OZ,0 
2858,STATESBORO GA,GGS GENTLE 27 OZ,33 
2859,"GATES, NY",GGS GENTLE 27 OZ,36 
2860,"POOLER, GA",GGS GENTLE 27 OZ,3 
2861,GARDEN CITY ID,GGS GENTLE 27 OZ,60 
2864,"SAN ANTONIO, TX",GGS GENTLE 27 OZ,2 
2866,"OKEMOS, MI",GGS GENTLE 27 OZ,34 
2867,LANSING MI,GGS GENTLE 27 OZ,29 
2869,"LANSING (W), MI",GGS GENTLE 27 OZ,15 
2870,MYRTLE BEACH KINGS SC,GGS GENTLE 27 OZ,2 
2871,CINNAMINSON NJ,GGS GENTLE 27 OZ,48 
2872,VAN BUREN TOWNSHIP MI,GGS GENTLE 27 OZ,63 
2873,"TROY, MI",GGS GENTLE 27 OZ,96 
2876,"EDMOND, OK",GGS GENTLE 27 OZ,10 
2881,"KISSIMMEE (E), FL",GGS GENTLE 27 OZ,5 
2882,"MAPLE GROVE, MN",GGS GENTLE 27 OZ,6 
2883,PLANO (N) TX,GGS GENTLE 27 OZ,3 
2886,PICO RIVERA CA,GGS GENTLE 27 OZ,60 
2887,MYRTLE BEACH SURFSIDE SC,GGS GENTLE 27 OZ,4 
2890,MACON (N) GA,GGS GENTLE 27 OZ,37 
2891,"ODESSA (W), TX",GGS GENTLE 27 OZ,15 
2893,"INDEPENDENCE, KS",GGS GENTLE 27 OZ,48 
2897,"SOUTHINGTON, CT",GGS GENTLE 27 OZ,57 
2898,"OLD SAYBROOK, CT",GGS GENTLE 27 OZ,62 
2899,"AVON, CT",GGS GENTLE 27 OZ,15 
2900,"ROCKY HILL, CT",GGS GENTLE 27 OZ,51 
2901,"NORTHHAMPTON, MA",GGS GENTLE 27 OZ,7 
2902,FRAMINGHAM MA,GGS GENTLE 27 OZ,1 
2904,"BROCKTON, MA",GGS GENTLE 27 OZ,46 
2905,"SUFFREN, NY",GGS GENTLE 27 OZ,0 
2906,"RIVERHEAD, NY",GGS GENTLE 27 OZ,4 
2909,"CORRY, PA",GGS GENTLE 27 OZ,64 
2913,"BOUTTE, LA",GGS GENTLE 27 OZ,45 
2915,SOUTH SETAUKET NY,GGS GENTLE 27 OZ,7 
2916,"EAST MEADOW, NY",GGS GENTLE 27 OZ,38 
2917,ISLANDIA NY,GGS GENTLE 27 OZ,20 
2918,"ALLEN, TX",GGS GENTLE 27 OZ,36 
2919,MONROE U OF LA MONROE LA,GGS GENTLE 27 OZ,48 
2922,"TUCSON (FOOTHILLS), AZ",GGS GENTLE 27 OZ,57 
2924,"ALBUQUERQUE (W), NM",GGS GENTLE 27 OZ,2 
2925,"NAPA, CA",GGS GENTLE 27 OZ,38 
2926,"PLANO (C), TX",GGS GENTLE 27 OZ,60 
2927,"WOOD VILLAGE, OR",GGS GENTLE 27 OZ,37 
2928,"GOOSE CREEK, SC",GGS GENTLE 27 OZ,40 
2929,"HOPE MILLS, NC",GGS GENTLE 27 OZ,7 
2930,TAMARAC FL,GGS GENTLE 27 OZ,25 
2931,SALISBURY MD,GGS GENTLE 27 OZ,2 
2933,"PRINCETON, WV",GGS GENTLE 27 OZ,50 
2934,"PARIS, IL",GGS GENTLE 27 OZ,1 
2938,"LAFAYETTE (S), LA",GGS GENTLE 27 OZ,42 
2940,WEST MONROE STOCKYARDS LA,GGS GENTLE 27 OZ,40 
2941,"ATLANTA, GA",GGS GENTLE 27 OZ,41 
2944,DELAND FL,GGS GENTLE 27 OZ,32 
2945,PARKESBURG PA,GGS GENTLE 27 OZ,81 
2947,"VANCOUVER, WA",GGS GENTLE 27 OZ,96 
2948,SANTA FE SPRINGS CA,GGS GENTLE 27 OZ,5 
2950,"PALMDALE (EAST), CA",GGS GENTLE 27 OZ,46 
2951,"LANCASTER (EAST), CA",GGS GENTLE 27 OZ,58 
2952,"MURRIETA, CA",GGS GENTLE 27 OZ,9 
2954,"NORWALK, CT",GGS GENTLE 27 OZ,14 
2955,KANSAS CITY MO,GGS GENTLE 27 OZ,8 
2956,"JOLIET (N), IL",GGS GENTLE 27 OZ,12 
2958,APPLETON (E),GGS GENTLE 27 OZ,7 
2959,ROSEVILLE,GGS GENTLE 27 OZ,75 
2963,"CORAL SPRINGS, FL",GGS GENTLE 27 OZ,47 
2964,"LEOMINSTER, MA",GGS GENTLE 27 OZ,50 
2966,WADSWORTH OH,GGS GENTLE 27 OZ,17 
2967,"FORT WRIGHT, KY",GGS GENTLE 27 OZ,5 
2973,"MURPHY, TX",GGS GENTLE 27 OZ,66 
2974,RICHARDSON TX,GGS GENTLE 27 OZ,1 
2976,"MESQUITE, TX",GGS GENTLE 27 OZ,15 
2977,"ARLINGTON, TX",GGS GENTLE 27 OZ,4 
2978,"FORT WORTH (S), TX",GGS GENTLE 27 OZ,0 
2979,"FORT WORTH (NE), TX",GGS GENTLE 27 OZ,26 
2980,"FT WORTH (N), TX",GGS GENTLE 27 OZ,1 
2985,"FRESNO, CA EF",GGS GENTLE 27 OZ,60 
2986,NEENAH WI,GGS GENTLE 27 OZ,16 
2987,"DAVIE, FL",GGS GENTLE 27 OZ,0 
2988,"LA FAYETTE, GA",GGS GENTLE 27 OZ,64 
2989,"FREMONT, CA",GGS GENTLE 27 OZ,62 
2990,"MITCHELL, SD",GGS GENTLE 27 OZ,36 
2991,"CEDAR PARK, TX",GGS GENTLE 27 OZ,60 
2992,"CORNING, NY",GGS GENTLE 27 OZ,0 
2993,"SUGAR LAND, TX",GGS GENTLE 27 OZ,56 
2994,"ST. JOSEPH (S), MO",GGS GENTLE 27 OZ,2 
2998,LOMA LINDA CA,GGS GENTLE 27 OZ,49 
3004,CHICAGO CICERO IL,GGS GENTLE 27 OZ,75 
3013,PINELLAS PARK 66TH FL,GGS GENTLE 27 OZ,4 
3014,DALLAS S TX,GGS GENTLE 27 OZ,59 
3015,PLEASANT GROVE TX,GGS GENTLE 27 OZ,6 
3017,SPRING HILL TN,GGS GENTLE 27 OZ,50 
3022,STOCKTON MARCH LN CA,GGS GENTLE 27 OZ,3 
3023,SAN JOSE EVERGREEN CA,GGS GENTLE 27 OZ,12 
3043,FORT WORTH  TX,GGS GENTLE 27 OZ,9 
3044,FORT WORTH SE TX,GGS GENTLE 27 OZ,10 
3047,TURLOCK C CA,GGS GENTLE 27 OZ,48 
3056,BULVERDE TX,GGS GENTLE 27 OZ,61 
3057,HELOTES TX,GGS GENTLE 27 OZ,81 
3058,SAN ANTONIO TX,GGS GENTLE 27 OZ,71 
3059,CANTON MS,GGS GENTLE 27 OZ,44 
3060,YAZOO CITY MS,GGS GENTLE 27 OZ,28 
3066,SARASOTA FL,GGS GENTLE 27 OZ,44 
3069,MARIETTA OLD CANTON GA,GGS GENTLE 27 OZ,24 
3071,TUCKER PLEASANTDALE GA,GGS GENTLE 27 OZ,34 
3072,SNELLVILLE MCGEE GA,GGS GENTLE 27 OZ,24 
3075,PANAMA CITY 23RD FL,GGS GENTLE 27 OZ,32 
3077,HAYMARKET VA,GGS GENTLE 27 OZ,48 
3078,EAST BRUNSWICK NJ,GGS GENTLE 27 OZ,10 
3082,COLORADO SPRINGS CHELTON,GGS GENTLE 27 OZ,2 
3084,ESCONDIDO VALLEY CA,GGS GENTLE 27 OZ,40 
3087,OXNARD CA,GGS GENTLE 27 OZ,34 
3088,ST CLOUD MN,GGS GENTLE 27 OZ,71 
3090,ROCKLIN PACIFIC CA,GGS GENTLE 27 OZ,12 
3093,MERIDIAN S ID,GGS GENTLE 27 OZ,24 
3094,BOISE COLE ID,GGS GENTLE 27 OZ,16 
3098,BELLEVUE WA,GGS GENTLE 27 OZ,71 
3099,LA PALMA CA,GGS GENTLE 27 OZ,19 
3101,ANAHEIM CA,GGS GENTLE 27 OZ,2 
3102,PRINCETON MN,GGS GENTLE 27 OZ,2 
3103,GODDARD KS,GGS GENTLE 27 OZ,7 
3104,DEERFIELD BEACH FL,GGS GENTLE 27 OZ,21 
3106,SAN ANTONIO CITY SOUTH TX,GGS GENTLE 27 OZ,1 
3107,SAN ANTONIO LEON SPRINGS,GGS GENTLE 27 OZ,(1)
3110,CHICAGO ENGLEWOOD 76TH &,GGS GENTLE 27 OZ,7 
3111,SPRINGFIELD MO,GGS GENTLE 27 OZ,11 
3112,SAN ANTONIO FOSTER TX,GGS GENTLE 27 OZ,27 
3114,SAUGUS MA,GGS GENTLE 27 OZ,82 
3118,DECATUR  GA,GGS GENTLE 27 OZ,81 
3119,PANAMA CITY PIER PARK FL,GGS GENTLE 27 OZ,44 
3131,RIALTO CA,GGS GENTLE 27 OZ,57 
3132,POMONA ARROW AND TOWNE CA,GGS GENTLE 27 OZ,1 
3135,FORT WORTH TX,GGS GENTLE 27 OZ,10 
3136,HORIZON CITY TX,GGS GENTLE 27 OZ,22 
3137,FAIRVIEW TN,GGS GENTLE 27 OZ,10 
3143,TUCSON CAMINO SECO AZ,GGS GENTLE 27 OZ,1 
3144,MILWAUKIE OR,GGS GENTLE 27 OZ,1 
3152,OMAHA 90TH & LAKE NE,GGS GENTLE 27 OZ,18 
3155,DERBY KS,GGS GENTLE 27 OZ,27 
3156,HAMPTON MERCURY VA,GGS GENTLE 27 OZ,(32)
3157,NEWPORT NEWS HARPERSVILLE,GGS GENTLE 27 OZ,13 
3162,ORLANDO MICHIGAN FL,GGS GENTLE 27 OZ,52 
3164,BENTONVILLE AR,GGS GENTLE 27 OZ,(10)
3167,NEW ORLEANS GENTILLY,GGS GENTLE 27 OZ,52 
3169,MANOR TX,GGS GENTLE 27 OZ,47 
3170,ELGIN TX,GGS GENTLE 27 OZ,4 
3172,OMAHA 50TH ST & L ST NE,GGS GENTLE 27 OZ,31 
3180,SOUTHGATE CA,GGS GENTLE 27 OZ,95 
3183,HOMESTEAD FL,GGS GENTLE 27 OZ,4 
3188,STONE MOUNTAIN W GA,GGS GENTLE 27 OZ,1 
3197,TAMPA BEARRS FL,GGS GENTLE 27 OZ,82 
3199,PLANO PARK & SHILOH TX,GGS GENTLE 27 OZ,62 
3200,"WEYMOUTH, MA",GGS GENTLE 27 OZ,16 
3201,"MCDONOUGH, GA",GGS GENTLE 27 OZ,9 
3206,LIMA OH,GGS GENTLE 27 OZ,31 
3207,SANFORD (W) FL,GGS GENTLE 27 OZ,0 
3209,"ELK RIVER, MN",GGS GENTLE 27 OZ,102 
3210,"SPRINGFIELD, IL",GGS GENTLE 27 OZ,60 
3212,EGG HARBOR NJ,GGS GENTLE 27 OZ,43 
3213,"THE WOODLANDS, TX",GGS GENTLE 27 OZ,32 
3214,"SUFFOLK (N), VA",GGS GENTLE 27 OZ,30 
3215,MORGANTOWN WV,GGS GENTLE 27 OZ,2 
3216,"VIRGINIA BEACH (SE), VA",GGS GENTLE 27 OZ,29 
3217,"OTHELLO, WA",GGS GENTLE 27 OZ,1 
3218,"SPANAWAY, WA",GGS GENTLE 27 OZ,72 
3219,WILLIAMSBURG VA,GGS GENTLE 27 OZ,45 
3220,"ST GEORGE, UT",GGS GENTLE 27 OZ,3 
3221,"WATKINS GLEN, NY 11-11-02",GGS GENTLE 27 OZ,1 
3222,CLEMSON SC,GGS GENTLE 27 OZ,0 
3224,"GARLAND (SE), TX",GGS GENTLE 27 OZ,26 
3225,"ROWLETT, TX",GGS GENTLE 27 OZ,125 
3226,"KATY, TX",GGS GENTLE 27 OZ,3 
3227,MONUMENT CO,GGS GENTLE 27 OZ,30 
3228,DELMONT PA,GGS GENTLE 27 OZ,1 
3230,"BRYANT, AR",GGS GENTLE 27 OZ,2 
3234,"ROGERSVILLE, TN",GGS GENTLE 27 OZ,32 
3235,"NORTH MIAMI BEACH, FL",GGS GENTLE 27 OZ,10 
3236,"FREEHOLD, NJ",GGS GENTLE 27 OZ,39 
3237,SIOUX FALLS SD,GGS GENTLE 27 OZ,24 
3238,"SPRINGFIELD, MO",GGS GENTLE 27 OZ,1 
3241,GLENDALE AZ,GGS GENTLE 27 OZ,39 
3243,BONSACK VA,GGS GENTLE 27 OZ,51 
3245,"HAYWARD, WI",GGS GENTLE 27 OZ,108 
3247,DELAVAN WI,GGS GENTLE 27 OZ,67 
3248,LA HABRA CA,GGS GENTLE 27 OZ,4 
3250,AURORA OH,GGS GENTLE 27 OZ,17 
3251,"WASHINGTON, OH",GGS GENTLE 27 OZ,64 
3252,"BOOTHWYN, PA",GGS GENTLE 27 OZ,97 
3254,RENO (NW)NV,GGS GENTLE 27 OZ,6 
3258,EUGENE (W) OR,GGS GENTLE 27 OZ,1 
3260,"EPHRATA, WA",GGS GENTLE 27 OZ,14 
3261,"RICHLAND, WA",GGS GENTLE 27 OZ,57 
3262,"CAMBRIDGE, OH",GGS GENTLE 27 OZ,19 
3266,"EAST WINDSOR, NJ",GGS GENTLE 27 OZ,77 
3268,"ANTIGO, WI",GGS GENTLE 27 OZ,0 
3269,"MEXICO, ME",GGS GENTLE 27 OZ,18 
3270,"WYTHEVILLE, VA",GGS GENTLE 27 OZ,2 
3271,"CALERA, AL",GGS GENTLE 27 OZ,2 
3274,N RICHLAND HILLS TX,GGS GENTLE 27 OZ,45 
3276,SAN BERNARDINO CA,GGS GENTLE 27 OZ,3 
3279,"SAN ANTONIO (SE), TX",GGS GENTLE 27 OZ,2 
3280,"ROCHESTER, NY",GGS GENTLE 27 OZ,31 
3282,"LOGAN, OH",GGS GENTLE 27 OZ,2 
3283,"WICHITA (NW), KS",GGS GENTLE 27 OZ,24 
3284,"ARLINGTON (SW), TX",GGS GENTLE 27 OZ,13 
3285,CEDAR HILL TX,GGS GENTLE 27 OZ,46 
3288,"BATON ROUGE, LA",GGS GENTLE 27 OZ,59 
3289,"WEST JEFFERSON, NC",GGS GENTLE 27 OZ,13 
3291,"NEWARK, NJ",GGS GENTLE 27 OZ,31 
3292,"NEWARK, NJ",GGS GENTLE 27 OZ,13 
3293,"CHARDON, OH",GGS GENTLE 27 OZ,11 
3294,"LOUISVILLE (SE), KY",GGS GENTLE 27 OZ,4 
3296,"HOUSTON, TX",GGS GENTLE 27 OZ,62 
3297,HOUSTON ELDRIDGE TX,GGS GENTLE 27 OZ,39 
3298,"HOUSTON, TX",GGS GENTLE 27 OZ,52 
3300,"WAPAKONETA, OH",GGS GENTLE 27 OZ,4 
3302,"HOUSTON (W TOLLWAY), TX",GGS GENTLE 27 OZ,48 
3303,"GRUNDY, VA",GGS GENTLE 27 OZ,32 
3305,"MAYODAN, NC",GGS GENTLE 27 OZ,82 
3307,"CRAWFORDVILLE, FL",GGS GENTLE 27 OZ,37 
3308,"MIDDLEBURG, FL",GGS GENTLE 27 OZ,43 
3309,"JACKSONVILLE(CLINTON), FL",GGS GENTLE 27 OZ,32 
3310,"DELTONA (HWIND/415), FL",GGS GENTLE 27 OZ,2 
3311,"MIAMI GARDENS (PROP), FL",GGS GENTLE 27 OZ,36 
3314,"GLENDALE, AZ",GGS GENTLE 27 OZ,3 
3315,"PHOENIX, AZ",GGS GENTLE 27 OZ,13 
3319,"HARKER HEIGHTS, TX",GGS GENTLE 27 OZ,48 
3320,"PALMHURST, TX",GGS GENTLE 27 OZ,0 
3322,"PEWAUKEE, WI",GGS GENTLE 27 OZ,62 
3324,"SHEBOYGAN (N), WI",GGS GENTLE 27 OZ,11 
3328,"GREENVILLE, MI",GGS GENTLE 27 OZ,35 
3331,"PINE BLUFF, AR",GGS GENTLE 27 OZ,0 
3336,"WOODHAVEN, MI",GGS GENTLE 27 OZ,66 
3337,"RIO GRANDE, NJ",GGS GENTLE 27 OZ,61 
3339,"VINELAND, NJ",GGS GENTLE 27 OZ,41 
3342,"AMELIA, OH",GGS GENTLE 27 OZ,34 
3344,"WINCHESTER-W, VA",GGS GENTLE 27 OZ,69 
3347,"WINTER HAVEN (E), FL",GGS GENTLE 27 OZ,96 
3348,"LAKE PARK (P.B.GARD), FL",GGS GENTLE 27 OZ,23 
3349,"PORT CHARLOTTE (E), FL",GGS GENTLE 27 OZ,48 
3350,"LAS VEGAS (BOULDER), NV",GGS GENTLE 27 OZ,99 
3351,"NORTH LAS VEGAS, NV",GGS GENTLE 27 OZ,50 
3352,"STOCKTON-NW, CA",GGS GENTLE 27 OZ,48 
3354,"HENDERSON, NV",GGS GENTLE 27 OZ,1 
3355,"LAS VEGAS (LAMB), NV",GGS GENTLE 27 OZ,36 
3356,"LAS VEGAS (WARM SPRI), NV",GGS GENTLE 27 OZ,82 
3357,"TUCSON, AZ",GGS GENTLE 27 OZ,39 
3359,FORT MILL TOM HALL SC,GGS GENTLE 27 OZ,23 
3362,"OAK GROVE, KY",GGS GENTLE 27 OZ,24 
3364,"WEST ST. PAUL, MN",GGS GENTLE 27 OZ,0 
3366,"CENTERVILLE, UT",GGS GENTLE 27 OZ,40 
3367,NORTH CHARLESTON SC,GGS GENTLE 27 OZ,22 
3370,"PALMETTO, FL",GGS GENTLE 27 OZ,65 
3372,LARGO CROSSROAD FL,GGS GENTLE 27 OZ,39 
3377,TUCSON (CARDINAL) AZ,GGS GENTLE 27 OZ,3 
3379,ORO VALLEY AZ,GGS GENTLE 27 OZ,52 
3381,SWEETWATER TX,GGS GENTLE 27 OZ,5 
3383,"AMARILLO (SC), TX",GGS GENTLE 27 OZ,16 
3384,HEREFORD (NW) TX,GGS GENTLE 27 OZ,31 
3385,ALBUQUERQUE (SAGE) NM,GGS GENTLE 27 OZ,16 
3386,SPRINGVILLE AL,GGS GENTLE 27 OZ,36 
3387,"NORTH PORT, FL",GGS GENTLE 27 OZ,164 
3388,LAWRENCEVILLE (S) GA,GGS GENTLE 27 OZ,(14)
3389,SNELLVILLE (S) GA,GGS GENTLE 27 OZ,30 
3390,WOODLAND (W) TX,GGS GENTLE 27 OZ,49 
3391,SCHERTZ TX,GGS GENTLE 27 OZ,59 
3395,SOUTH GRAND ISLAND,GGS GENTLE 27 OZ,1 
3397,"MIAMI GARDENS, FL",GGS GENTLE 27 OZ,18 
3400,OSWEGO IL,GGS GENTLE 27 OZ,50 
3401,COLLEGE PARK GA,GGS GENTLE 27 OZ,18 
3402,STOCKBRIDGE (S) GA,GGS GENTLE 27 OZ,22 
3403,"DALLAS, GA",GGS GENTLE 27 OZ,0 
3404,ROSEVILLE MN,GGS GENTLE 27 OZ,11 
3408,"CARSON CITY, NV",GGS GENTLE 27 OZ,4 
3409,LEICESTER MA,GGS GENTLE 27 OZ,60 
3411,FAYETTEVILLE HOKE LOOP NC,GGS GENTLE 27 OZ,7 
3412,"ELIZABETHVILLE, PA",GGS GENTLE 27 OZ,10 
3414,PALM HARBOR FL,GGS GENTLE 27 OZ,13 
3415,"TARPON SPRINGS, FL",GGS GENTLE 27 OZ,10 
3418,"WESLEY CHAPEL, FL",GGS GENTLE 27 OZ,46 
3420,"WESTBURY, NY",GGS GENTLE 27 OZ,12 
3422,"DEPTFORD (E), NJ",GGS GENTLE 27 OZ,77 
3423,"SANTA FE (S), NM",GGS GENTLE 27 OZ,16 
3425,HOUSTON (ALMEDA GENOA) TX,GGS GENTLE 27 OZ,67 
3428,"FARMINGTON, NM",GGS GENTLE 27 OZ,1 
3431,HUDSON OAKS TX,GGS GENTLE 27 OZ,7 
3432,"DESOTO, TX",GGS GENTLE 27 OZ,10 
3433,RED OAK TX,GGS GENTLE 27 OZ,9 
3434,"WOODSTOCK, IL",GGS GENTLE 27 OZ,25 
3435,"GREENWOOD, IN",GGS GENTLE 27 OZ,39 
3436,"SOUTH BEND, IN",GGS GENTLE 27 OZ,127 
3439,"NAVARRE, FL",GGS GENTLE 27 OZ,1 
3443,"RIVERDALE, NJ",GGS GENTLE 27 OZ,12 
3445,"HOLLAND, OH",GGS GENTLE 27 OZ,9 
3449,KILLEEN E TX,GGS GENTLE 27 OZ,39 
3450,KILLEEN W TX,GGS GENTLE 27 OZ,56 
3452,"HOUSTON(RIPPLE), TX",GGS GENTLE 27 OZ,12 
3453,WYOMING MI,GGS GENTLE 27 OZ,156 
3455,"RICHMOND, CA",GGS GENTLE 27 OZ,24 
3458,WHITEHALL MI,GGS GENTLE 27 OZ,14 
3461,PEACHTREE CITY GA,GGS GENTLE 27 OZ,55 
3462,SUWANEE GA,GGS GENTLE 27 OZ,22 
3463,BRANDON FL,GGS GENTLE 27 OZ,74 
3464,CHINO CA,GGS GENTLE 27 OZ,36 
3465,GLENDALE  AZ 11-12-02,GGS GENTLE 27 OZ,1 
3469,LINDEN NJ,GGS GENTLE 27 OZ,2 
3473,"LAS VEGAS, NV",GGS GENTLE 27 OZ,48 
3474,"BRADENTON (NE), FL",GGS GENTLE 27 OZ,22 
3475,"NORRISTOWN (W), PA",GGS GENTLE 27 OZ,123 
3476,"CANTON, MI",GGS GENTLE 27 OZ,12 
3477,LONG BEACH CA,GGS GENTLE 27 OZ,60 
3478,HONOLULU HI,GGS GENTLE 27 OZ,60 
3480,"LEBANON, VA",GGS GENTLE 27 OZ,21 
3481,"BALTIMORE, MD",GGS GENTLE 27 OZ,69 
3482,PLANO COIT/190 TX,GGS GENTLE 27 OZ,30 
3483,HOUMA LA,GGS GENTLE 27 OZ,82 
3484,"PENSACOLA, FL",GGS GENTLE 27 OZ,3 
3485,"BLAIRSVILLE, GA",GGS GENTLE 27 OZ,10 
3487,"SHELBY TWP, MI",GGS GENTLE 27 OZ,1 
3488,"BURLINGTON, WI",GGS GENTLE 27 OZ,17 
3489,"GOLDEN RING, MD",GGS GENTLE 27 OZ,47 
3490,HANOVER MD,GGS GENTLE 27 OZ,47 
3491,"METHUEN, MA",GGS GENTLE 27 OZ,9 
3493,"MARTINEZ, CA",GGS GENTLE 27 OZ,55 
3494,SAN MARCOS CA EF,GGS GENTLE 27 OZ,107 
3499,JEFFERSON WI,GGS GENTLE 27 OZ,45 
3501,"ELVERSON, PA",GGS GENTLE 27 OZ,21 
3502,HAMILTON(E) OH,GGS GENTLE 27 OZ,14 
3504,HICKORY MCDONALD NC,GGS GENTLE 27 OZ,1 
3505,WISCONSIN DELLS WI,GGS GENTLE 27 OZ,50 
3510,PEARLAND TX,GGS GENTLE 27 OZ,18 
3511,HAYDEN ID,GGS GENTLE 27 OZ,66 
3513,SHAKOPEE MN 11-11-02,GGS GENTLE 27 OZ,119 
3514,"BRADFORD, PA",GGS GENTLE 27 OZ,3 
3515,HILLSBORO OH,GGS GENTLE 27 OZ,11 
3516,"CHULA VISTA (E), CA",GGS GENTLE 27 OZ,48 
3518,"LAREDO(SE), TX",GGS GENTLE 27 OZ,126 
3520,"SECAUCUS, NJ",GGS GENTLE 27 OZ,4 
3522,"BALDWIN PARK, CA",GGS GENTLE 27 OZ,84 
3523,"SANTA CLARITA (E), CA",GGS GENTLE 27 OZ,25 
3524,"EL CAJON, CA",GGS GENTLE 27 OZ,103 
3525,"PUYALLUP (S), WA",GGS GENTLE 27 OZ,41 
3526,BROOKSVILLE FL,GGS GENTLE 27 OZ,72 
3527,"ST LUCIE WEST, FL",GGS GENTLE 27 OZ,8 
3528,"WIGGINS, MS",GGS GENTLE 27 OZ,18 
3531,LACEY WA,GGS GENTLE 27 OZ,156 
3533,DENVER CO,GGS GENTLE 27 OZ,1 
3534,RED WING MN 11-12-02,GGS GENTLE 27 OZ,38 
3535,EPPING NH,GGS GENTLE 27 OZ,38 
3537,"LAKEWOOD, WA",GGS GENTLE 27 OZ,3 
3538,VIERA FL,GGS GENTLE 27 OZ,24 
3541,KENNETT SQUARE PA,GGS GENTLE 27 OZ,8 
3542,"HOUSTON, TX",GGS GENTLE 27 OZ,55 
3543,DANBURY CT,GGS GENTLE 27 OZ,44 
3546,NEW MILFORD CT,GGS GENTLE 27 OZ,8 
3548,WATERBURY (REIDVILLE),GGS GENTLE 27 OZ,45 
3549,"KEENE, NH",GGS GENTLE 27 OZ,46 
3560,FALL RIVER (S),GGS GENTLE 27 OZ,4 
3561,FALMOUTH MA,GGS GENTLE 27 OZ,1 
3562,SADDLE BROOK NJ,GGS GENTLE 27 OZ,30 
3563,"BETHLEHEM, PA",GGS GENTLE 27 OZ,59 
3564,HORSHAM PA,GGS GENTLE 27 OZ,24 
3567,HIDALGO TX,GGS GENTLE 27 OZ,53 
3568,WEST VALLEY CITY UT,GGS GENTLE 27 OZ,2 
3569,AUSTIN (NE) TX,GGS GENTLE 27 OZ,12 
3570,"EVANS, GA",GGS GENTLE 27 OZ,80 
3571,MIDDLETOWN OH 11-11-02,GGS GENTLE 27 OZ,50 
3572,PEARLAND TX 11-12-02,GGS GENTLE 27 OZ,46 
3574,ALLEN TX,GGS GENTLE 27 OZ,55 
3579,KINGWOOD TX,GGS GENTLE 27 OZ,1 
3581,ZANESVILLE (S) OH,GGS GENTLE 27 OZ,2 
3584,"HOUSTON (GALLERIA), TX",GGS GENTLE 27 OZ,9 
3585,WOODLANDS E TX,GGS GENTLE 27 OZ,69 
3588,DUMFRIES VA,GGS GENTLE 27 OZ,9 
3589,SALT LAKE CITY C UT,GGS GENTLE 27 OZ,1 
3591,MONTGOMERY TX,GGS GENTLE 27 OZ,64 
3593,"HORNLAKE, MS",GGS GENTLE 27 OZ,46 
3594,"DALLAS, TX",GGS GENTLE 27 OZ,22 
3595,FAYETTEVILLE NC,GGS GENTLE 27 OZ,31 
3597,BELVIDERE IL,GGS GENTLE 27 OZ,43 
3598,CEDAR KNOLLS NJ,GGS GENTLE 27 OZ,48 
3599,MEMPHIS TN,GGS GENTLE 27 OZ,1 
3600,FAYETTEVILLE STRICKLAND B,GGS GENTLE 27 OZ,1 
