0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
Store,Tracking Number,Ship date ,Status ,Delivered date,Service type ,Reference ,Purchase order number ,Shipper company ,Recipient contact name ,Recipient city ,Recipient address ,Recipient state ,Recipient postal ,Received by ,Dimensional Wt (Lbs) ,Scheduled delivery date ,Status with details ,Pkg Dimensions (in) 
5090,6.44E+11,10/11/2023,Delivered,10/12/2023,FedEx Ground,D9354,5090,SPARTAN GRAPHICS,STORE MANAGER,DE PERE,1415 LAWRENCE DR,WI,54115,DAVID,,,"Delivered: 10/12/2023 12:01 pm Signed for by:DAVID; De Pere, WI",11x9x6
3585,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3585,SPARTAN GRAPHICS,STORE MANAGER,SPRING,2901 RILEY FUZZEL RD,TX,77386,GGAIL,,,"Delivered: 10/16/2023 9:50 am Signed for by:GGAIL; Spring, TX",11x9x6
3594,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3594,SPARTAN GRAPHICS,STORE MANAGER,PANTEGO,2610 W PIONEER PKWY,TX,76013,PPATTY,,,"Delivered: 10/16/2023 9:21 am Signed for by:PPATTY; Arlington, TX",11x9x6
3596,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3596,SPARTAN GRAPHICS,STORE MANAGER,LOS LUNAS,2250 MAIN ST NW,NM,87031,ATENA,,,"Delivered: 10/16/2023 10:19 am Signed for by:ATENA; Los Lunas, NM",11x9x6
3606,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3606,SPARTAN GRAPHICS,STORE MANAGER,DEBARY,185 N CHARLES RICHARD BEALL BLVD,FL,32713,SVALDERAMA,,,"Delivered: 10/16/2023 9:12 am Signed for by:SVALDERAMA; Debary, FL",11x9x6
3616,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3616,SPARTAN GRAPHICS,STORE MANAGER,AMITE,1200 W OAK ST,LA,70422,CCREEL,,,"Delivered: 10/16/2023 9:08 am Signed for by:CCREEL; Amite, LA",11x9x6
3617,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3617,SPARTAN GRAPHICS,STORE MANAGER,ORLANDO,600 S ALAFAYA TRL,FL,32828,JBOTI,,,"Delivered: 10/16/2023 12:58 pm Signed for by:JBOTI; Orlando, FL",11x9x6
3623,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3623,SPARTAN GRAPHICS,STORE MANAGER,LAREDO,4401 HWY 83 S,TX,78046,EELVIRA,,,"Delivered: 10/16/2023 10:31 am Signed for by:EELVIRA; Laredo, TX",11x9x6
3625,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3625,SPARTAN GRAPHICS,STORE MANAGER,LAUDERDALE LAKES,3001 N STATE ROAD 7,FL,33313,PPHYLLIS,,,"Delivered: 10/16/2023 9:59 am Signed for by:PPHYLLIS; Fort Lauderdale, FL",11x9x6
3629,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3629,SPARTAN GRAPHICS,STORE MANAGER,PORT ORANGE,3811 CLYDE MORRIS BLVD,FL,32129,AVAZQUEZ,,,"Delivered: 10/16/2023 10:28 am Signed for by:AVAZQUEZ; Port Orange, FL",11x9x6
3631,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3631,SPARTAN GRAPHICS,STORE MANAGER,CROWLEY,1221 FM 1187  E,TX,76036,JJOE,,,"Delivered: 10/16/2023 9:56 am Signed for by:JJOE; Crowley, TX",12x9x6
3640,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3640,SPARTAN GRAPHICS,STORE MANAGER,HOUSTON,1118 SILBER RD,TX,77055,FBEAL,,,"Delivered: 10/16/2023 10:00 am Signed for by:FBEAL; Houston, TX",11x9x6
3645,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3645,SPARTAN GRAPHICS,STORE MANAGER,MIDLAND,200 W INTERSTATE 20,TX,79701,AVELSAQUEZ,,,"Delivered: 10/16/2023 10:07 am Signed for by:AVELSAQUEZ; Midland, TX",11x9x6
3653,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3653,SPARTAN GRAPHICS,STORE MANAGER,BURLESON,965 NW JOHN JONES DR,TX,76028,LSMITH,,,"Delivered: 10/16/2023 9:52 am Signed for by:LSMITH; Burleson, TX",11x9x6
3703,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3703,SPARTAN GRAPHICS,STORE MANAGER,KENNER,3520 WILLIAMS BLVD,LA,70065,SMAYES,,,"Delivered: 10/16/2023 1:09 pm Signed for by:SMAYES; Kenner, LA",11x9x6
3727,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3727,SPARTAN GRAPHICS,STORE MANAGER,ALEXANDRIA,812 BELLEAU WOOD BLVD,LA,71303,JJOSEPH,,,"Delivered: 10/16/2023 12:18 pm Signed for by:JJOSEPH; Alexandria, LA",11x9x5
3731,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3731,SPARTAN GRAPHICS,STORE MANAGER,BERNALILLO,460 HWY 528,NM,87004,JSANCHES,,,"Delivered: 10/16/2023 11:40 am Signed for by:JSANCHES; Bernalillo, NM",11x9x6
3732,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3732,SPARTAN GRAPHICS,STORE MANAGER,RIO RANCHO,901 UNSER BLVD SE,NM,87124,MLOPEZ,,,"Delivered: 10/16/2023 11:05 am Signed for by:MLOPEZ; Rio Rancho, NM",11x9x6
3736,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3736,SPARTAN GRAPHICS,STORE MANAGER,PINEVILLE,2750 HWY 28  E,LA,71360,BROD,,,"Delivered: 10/16/2023 9:34 am Signed for by:BROD; Pineville, LA",11x9x5
3740,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3740,SPARTAN GRAPHICS,STORE MANAGER,AURORA,21475 E QUINCY AVE,CO,80015,MMARKO,,,"Delivered: 10/16/2023 9:54 am Signed for by:MMARKO; Aurora, CO",11x9x5
3743,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3743,SPARTAN GRAPHICS,STORE MANAGER,WEST MONROE,2400 CYPRESS ST,LA,71291,WMART,,,"Delivered: 10/16/2023 10:54 am Signed for by:WMART; West Monroe, LA",11x9x5
3745,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3745,SPARTAN GRAPHICS,STORE MANAGER,MONROE,1840 MCKEEN PL,LA,71201,JJOHNSON,,,"Delivered: 10/16/2023 12:42 pm Signed for by:JJOHNSON; Monroe, LA",11x9x5
3752,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3752,SPARTAN GRAPHICS,STORE MANAGER,BOSSIER CITY,5700 SHED RD,LA,71111,NNATION,,,"Delivered: 10/16/2023 12:59 pm Signed for by:NNATION; Bossier City, LA",11x9x6
3773,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3773,SPARTAN GRAPHICS,STORE MANAGER,FORT WORTH,9500 CLIFFORD ST,TX,76108,DDARRELL,,,"Delivered: 10/16/2023 9:53 am Signed for by:DDARRELL; Fort Worth, TX",11x9x6
3777,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3777,SPARTAN GRAPHICS,STORE MANAGER,FRISCO,12220 FM 423,TX,75033,CCERVANTES,,,"Delivered: 10/16/2023 10:59 am Signed for by:CCERVANTES; Frisco, TX",11x9x5
3778,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3778,SPARTAN GRAPHICS,STORE MANAGER,CASPER,4255 CY AVE,WY,82604,MFRANCISCOM,,,"Delivered: 10/16/2023 9:27 am Signed for by:MFRANCISCOM; Casper, WY",11x9x6
3782,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3782,SPARTAN GRAPHICS,STORE MANAGER,ORLANDO,5991 S GOLDENROD RD,FL,32822,BBONNIE,,,"Delivered: 10/16/2023 11:11 am Signed for by:BBONNIE; Orlando, FL",11x9x6
3805,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3805,SPARTAN GRAPHICS,STORE MANAGER,WOODLAND PARK,19600 E US HIGHWAY 24,CO,80863,NNIKKI,,,"Delivered: 10/16/2023 11:58 am Signed for by:NNIKKI; Woodland Park, CO",11x9x6
3817,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3817,SPARTAN GRAPHICS,STORE MANAGER,ORLANDO,433 AVALON PARK SOUTH BLVD,FL,32828,DVEGAS,,,"Delivered: 10/16/2023 11:51 am Signed for by:DVEGAS; Orlando, FL",11x9x6
3824,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3824,SPARTAN GRAPHICS,STORE MANAGER,WESTMINSTER,7155 SHERIDAN BLVD,CO,80003,VVERONICA,,,"Delivered: 10/16/2023 9:59 am Signed for by:VVERONICA; Arvada, CO",11x9x6
3826,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3826,SPARTAN GRAPHICS,STORE MANAGER,LUBBOCK,1911 MARSHA SHARP FWY,TX,79415,RROYS,,,"Delivered: 10/16/2023 9:53 am Signed for by:RROYS; Lubbock, TX",11x9x6
3827,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3827,SPARTAN GRAPHICS,STORE MANAGER,RICHMOND,5660 W GRAND PKWY S,TX,77406,PPAULA,,,"Delivered: 10/16/2023 9:47 am Signed for by:PPAULA; Richmond, TX",11x9x6
3858,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3858,SPARTAN GRAPHICS,STORE MANAGER,BOCA RATON,22100 STATE ROAD 7,FL,33428,BBLANCA,,,"Delivered: 10/16/2023 10:50 am Signed for by:BBLANCA; Boca Raton, FL",12x9x5
3862,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3862,SPARTAN GRAPHICS,STORE MANAGER,HOLLY HILL,1905 N NOVA RD,FL,32117,CSMITH,,,"Delivered: 10/16/2023 3:04 pm Signed for by:CSMITH; Daytona Beach, FL",11x9x6
3867,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3867,SPARTAN GRAPHICS,STORE MANAGER,WESTMINSTER,200 W 136TH AVE,CO,80234,TTRUJILLO,,,"Delivered: 10/16/2023 11:03 am Signed for by:TTRUJILLO; Denver, CO",11x9x6
3868,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3868,SPARTAN GRAPHICS,STORE MANAGER,SHREVEPORT,1125 SHREVEPORT BARKSDALE HWY,LA,71105,KTHOMAS,,,"Delivered: 10/16/2023 9:26 am Signed for by:KTHOMAS; Shreveport, LA",11x9x6
3870,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3870,SPARTAN GRAPHICS,STORE MANAGER,ARLINGTON,5401 PARK SPRINGS BLVD,TX,76017,JKENT,,,"Delivered: 10/16/2023 11:08 am Signed for by:JKENT; Arlington, TX",11x9x6
3872,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3872,SPARTAN GRAPHICS,STORE MANAGER,RAPID CITY,100 STUMER RD,SD,57701,TTROUTMAN,,,"Delivered: 10/16/2023 9:10 am Signed for by:TTROUTMAN; Rapid City, SD",11x9x6
3877,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3877,SPARTAN GRAPHICS,STORE MANAGER,GAINESVILLE,1800 NE 12TH AVE,FL,32641,WHARALL,,,"Delivered: 10/16/2023 12:46 pm Signed for by:WHARALL; Gainesville, FL",10x10x6
3887,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3887,SPARTAN GRAPHICS,STORE MANAGER,AVON PARK,1041 US HIGHWAY 27  N,FL,33825,AHERNANDEZ,,,"Delivered: 10/16/2023 10:39 am Signed for by:AHERNANDEZ; Avon Park, FL",11x9x6
3888,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3888,SPARTAN GRAPHICS,STORE MANAGER,SAN ANTONIO,11210 POTRANCO RD,TX,78253,MCHARLIE,,,"Delivered: 10/16/2023 9:57 am Signed for by:MCHARLIE; San Antonio, TX",11x9x6
3935,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3935,SPARTAN GRAPHICS,STORE MANAGER,HOMESTEAD,14325 SW 268TH ST,FL,33032,,,,"Delivered: 10/16/2023 12:25 pm; Homestead, FL; Left at office/leasing.Signature Service not requested.",12x9x6
3990,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,3990,SPARTAN GRAPHICS,STORE MANAGER,MERIDIAN,"3310 HWY 39 N,STE A",MS,39301,CPOLLARD,,,"Delivered: 10/16/2023 12:25 pm Signed for by:CPOLLARD; Meridian, MS",12x9x6
4046,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4046,SPARTAN GRAPHICS,STORE MANAGER,GARLAND,1855 S GARLAND AVE,TX,75040,RREE,,,"Delivered: 10/16/2023 10:19 am Signed for by:RREE; Garland, TX",11x10x6
4048,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4048,SPARTAN GRAPHICS,STORE MANAGER,PRAIRIEVILLE,40567 HWY 42,LA,70769,CLAWSON,,,"Delivered: 10/16/2023 8:58 am Signed for by:CLAWSON; Prairieville, LA",11x9x6
4055,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4055,SPARTAN GRAPHICS,STORE MANAGER,UNIVERSAL CITY,510 KITTY HAWK RD,TX,78148,KLOREDO,,,"Delivered: 10/16/2023 10:05 am Signed for by:KLOREDO; Universal City, TX",11x9x6
4056,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4056,SPARTAN GRAPHICS,STORE MANAGER,CONVERSE,10781 TOEPPERWEIN RD,TX,78109,MMORALES,,,"Delivered: 10/16/2023 12:18 pm Signed for by:MMORALES; Converse, TX",11x9x6
4063,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4063,SPARTAN GRAPHICS,STORE MANAGER,FORT MYERS BEACH,17105 SAN CARLOS BLVD,FL,33931,JJOSUE,,,"Delivered: 10/16/2023 10:39 am Signed for by:JJOSUE; Fort Myers Beach, FL",12x9x6
4102,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4102,SPARTAN GRAPHICS,STORE MANAGER,CASTROVILLE,1151 US HWY 90  E,TX,78009,KSMITH,,,"Delivered: 10/16/2023 10:13 am Signed for by:KSMITH; Castroville, TX",11x9x6
4103,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4103,SPARTAN GRAPHICS,STORE MANAGER,DEVINE,175 INTERSTATE 35  N,TX,78016,NMENDEZ,,,"Delivered: 10/16/2023 10:25 am Signed for by:NMENDEZ; Devine, TX",11x9x6
4104,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4104,SPARTAN GRAPHICS,STORE MANAGER,DENTON,3930 TEASLEY LN,TX,76210,MMARCIE,,,"Delivered: 10/16/2023 4:00 pm Signed for by:MMARCIE; Denton, TX",11x9x6
4111,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4111,SPARTAN GRAPHICS,STORE MANAGER,RICHMOND,26824 FM 1093 RD,TX,77406,RARTIGA,,,"Delivered: 10/16/2023 11:44 am Signed for by:RARTIGA; Richmond, TX",11x9x6
4129,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4129,SPARTAN GRAPHICS,STORE MANAGER,PONCHATOULA,1331 HWY 51,LA,70454,JCARTER,,,"Delivered: 10/16/2023 9:41 am Signed for by:JCARTER; Ponchatoula, LA",11x9x6
4130,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4130,SPARTAN GRAPHICS,STORE MANAGER,KYLE,5754 KYLE PKWY,TX,78640,KSCALES,,,"Delivered: 10/16/2023 9:52 am Signed for by:KSCALES; Kyle, TX",11x9x6
4131,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4131,SPARTAN GRAPHICS,STORE MANAGER,SAN ANTONIO,9427 CULEBRA RD,TX,78251,MBAILEY,,,"Delivered: 10/16/2023 10:45 am Signed for by:MBAILEY; San Antonio, TX",11x9x6
4140,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4140,SPARTAN GRAPHICS,STORE MANAGER,MIAMI,6991 SW 8TH ST,FL,33144,AHORACIO,,,"Delivered: 10/16/2023 11:45 am Signed for by:AHORACIO; Miami, FL",12x9x6
4141,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4141,SPARTAN GRAPHICS,STORE MANAGER,LARGO,9020 ULMERTON RD,FL,33771,RRON,,,"Delivered: 10/16/2023 1:29 pm Signed for by:RRON; Largo, FL",11x9x6
4142,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4142,SPARTAN GRAPHICS,STORE MANAGER,ORLANDO,4520 S SEMORAN BLVD,FL,32822,VVICTORIA,,,"Delivered: 10/16/2023 3:55 pm Signed for by:VVICTORIA; Orlando, FL",11x9x6
4159,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4159,SPARTAN GRAPHICS,STORE MANAGER,KISSIMMEE,2850 E OSCEOLA PKWY,FL,34743,NNIKKI,,,"Delivered: 10/16/2023 1:38 pm Signed for by:NNIKKI; Kissimmee, FL",11x9x6
4160,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4160,SPARTAN GRAPHICS,STORE MANAGER,ORLANDO,1101 S GOLDWYN AVE,FL,32805,HTINA,,,"Delivered: 10/16/2023 2:32 pm Signed for by:HTINA; Orlando, FL",11x9x6
4161,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4161,SPARTAN GRAPHICS,STORE MANAGER,MIAMI,9191 W FLAGLER ST,FL,33174,NNEIL,,,"Delivered: 10/16/2023 10:43 am Signed for by:NNEIL; Miami, FL",12x9x6
4162,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4162,SPARTAN GRAPHICS,STORE MANAGER,SAN ANTONIO,12639 BLANCO RD,TX,78216,GGARZA,,,"Delivered: 10/16/2023 10:17 am Signed for by:GGARZA; San Antonio, TX",11x9x6
4163,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4163,SPARTAN GRAPHICS,STORE MANAGER,CEDAR PARK,2801 E WHITESTONE BLVD,TX,78613,MMICHAEL,,,"Delivered: 10/16/2023 11:20 am Signed for by:MMICHAEL; Cedar Park, TX",11x9x5
4165,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4165,SPARTAN GRAPHICS,STORE MANAGER,FORT WORTH,2245 JACKSBORO HWY,TX,76114,OOSV,,,"Delivered: 10/16/2023 11:02 am Signed for by:OOSV; Fort Worth, TX",11x9x6
4194,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4194,SPARTAN GRAPHICS,STORE MANAGER,VICTORIA,4001 HOUSTON HWY,TX,77901,LLCAIN,,,"Delivered: 10/16/2023 9:13 am Signed for by:LLCAIN; Victoria, TX",11x9x6
4196,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4196,SPARTAN GRAPHICS,STORE MANAGER,AURORA,15240 E ILIFF AVE,CO,80014,WWALMART,,,"Delivered: 10/16/2023 11:37 am Signed for by:WWALMART; Aurora, CO",11x9x6
4197,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4197,SPARTAN GRAPHICS,STORE MANAGER,ORLANDO,902 LEE RD,FL,32810,NNAPREA,,,"Delivered: 10/16/2023 11:01 am Signed for by:NNAPREA; Orlando, FL",11x9x6
4201,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4201,SPARTAN GRAPHICS,STORE MANAGER,EDGEWOOD,66 STATE ROAD 344,NM,87015,HLAUGHER,,,"Delivered: 10/16/2023 2:24 pm Signed for by:HLAUGHER; Edgewood, NM",11x9x6
4211,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4211,SPARTAN GRAPHICS,STORE MANAGER,ORLANDO,5559 CLARCONA OCOEE RD,FL,32810,DCHRISTANIA,,,"Delivered: 10/16/2023 2:31 pm Signed for by:DCHRISTANIA; Orlando, FL",11x9x6
4219,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4219,SPARTAN GRAPHICS,STORE MANAGER,BUDA,690 OLD SAN ANTONIO RD,TX,78610,PPATRICIA,,,"Delivered: 10/16/2023 11:25 am Signed for by:PPATRICIA; Buda, TX",11x9x6
4240,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4240,SPARTAN GRAPHICS,STORE MANAGER,HIGHLAND VILLAGE,3060 JUSTIN RD,TX,75077,APLOTNER,,,"Delivered: 10/16/2023 2:14 pm Signed for by:APLOTNER; Lewisville, TX",11x9x6
4247,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4247,SPARTAN GRAPHICS,STORE MANAGER,HAVRE,3510 US HIGHWAY 2  W,MT,59501,BKAFFTA,,,"Delivered: 10/16/2023 8:56 am Signed for by:BKAFFTA; Havre, MT",12x9x6
4260,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4260,SPARTAN GRAPHICS,STORE MANAGER,PORT SAINT LUCIE,1850 SW GATLIN BLVD,FL,34953,NNICHOLAS,,,"Delivered: 10/16/2023 11:51 am Signed for by:NNICHOLAS; Port Saint Lucie, FL",12x9x6
4262,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4262,SPARTAN GRAPHICS,STORE MANAGER,THE VILLAGES,4085 WEDGEWOOD LN,FL,32162,LWALL,,,"Delivered: 10/16/2023 10:01 am Signed for by:LWALL; The Villages, FL",11x9x6
4279,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4279,SPARTAN GRAPHICS,STORE MANAGER,MIDLOTHIAN,400 N HWY 67,TX,76065,MMYRES,,,"Delivered: 10/16/2023 9:04 am Signed for by:MMYRES; Midlothian, TX",11x9x6
4284,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4284,SPARTAN GRAPHICS,STORE MANAGER,LAKEWOOD,440 WADSWORTH BLVD,CO,80226,PCHAVEZ,,,"Delivered: 10/16/2023 10:52 am Signed for by:PCHAVEZ; Denver, CO",11x9x6
4288,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,4288,SPARTAN GRAPHICS,STORE MANAGER,BROOMFIELD,4651 W 121ST AVE,CO,80020,ATATRO,,,"Delivered: 10/16/2023 11:14 am Signed for by:ATATRO; Broomfield, CO",11x9x6
1482,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,1482,SPARTAN GRAPHICS,STORE MANAGER,TAMPA,7011 W WATERS AVE,FL,33634,LLINDA,,,"Delivered: 10/16/2023 10:33 am Signed for by:LLINDA; Tampa, FL",11x9x6
1485,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,1485,SPARTAN GRAPHICS,STORE MANAGER,GILLETTE,2300 S DOUGLAS HWY,WY,82718,JADSIT,,,"Delivered: 10/16/2023 8:03 am Signed for by:JADSIT; Gillette, WY",11x9x6
1492,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,1492,SPARTAN GRAPHICS,STORE MANAGER,AURORA,14000 E EXPOSITION AVE,CO,80012,WWALMART,,,"Delivered: 10/16/2023 2:04 pm Signed for by:WWALMART; Aurora, CO",11x9x6
1494,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,1494,SPARTAN GRAPHICS,STORE MANAGER,CORPUS CHRISTI,4109 S STAPLES ST,TX,78411,TMORENO,,,"Delivered: 10/16/2023 10:14 am Signed for by:TMORENO; Corpus Christi, TX",11x10x6
1501,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,1501,SPARTAN GRAPHICS,STORE MANAGER,TAMPA,14941 N DALE MABRY HWY,FL,33618,AHICKMAN,,,"Delivered: 10/16/2023 10:14 am Signed for by:AHICKMAN; Tampa, FL",11x9x6
1508,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,1508,SPARTAN GRAPHICS,STORE MANAGER,SHERIDAN,1695 COFFEEN AVE,WY,82801,FMART,,,"Delivered: 10/16/2023 10:40 am Signed for by:FMART; Sheridan, WY",12x9x6
1511,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,1511,SPARTAN GRAPHICS,STORE MANAGER,MIRAMAR,1800 S UNIVERSITY DR,FL,33025,AANA,,,"Delivered: 10/16/2023 11:34 am Signed for by:AANA; Hollywood, FL",11x9x6
1513,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,1513,SPARTAN GRAPHICS,STORE MANAGER,PALM HARBOR,35404 US HIGHWAY 19  N,FL,34684,SSHARRON,,,"Delivered: 10/16/2023 10:45 am Signed for by:SSHARRON; Palm Harbor, FL",12x9x6
1516,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,1516,SPARTAN GRAPHICS,STORE MANAGER,BORGER,1501 ROOSEVELT ST,TX,79007,LWILKINSON,,,"Delivered: 10/16/2023 11:09 am Signed for by:LWILKINSON; Borger, TX",11x9x6
1517,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,1517,SPARTAN GRAPHICS,STORE MANAGER,POMPANO BEACH,5001 N FEDERAL HWY,FL,33064,RROSE,,,"Delivered: 10/16/2023 10:16 am Signed for by:RROSE; Pompano Beach, FL",11x9x5
1536,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,1536,SPARTAN GRAPHICS,STORE MANAGER,SAINT PETERSBURG,10237 BAY PINES BLVD,FL,33708,AKORT,,,"Delivered: 10/16/2023 2:16 pm Signed for by:AKORT; Saint Petersburg, FL",11x9x6
1541,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,1541,SPARTAN GRAPHICS,STORE MANAGER,WEST PALM BEACH,9990 BELVEDERE RD,FL,33411,VVIRGINIA,,,"Delivered: 10/16/2023 10:14 am Signed for by:VVIRGINIA; West Palm Beach, FL",11x9x6
1543,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,1543,SPARTAN GRAPHICS,STORE MANAGER,SPEARFISH,2825 1ST AVE,SD,57783,ARODRIVUEZ,,,"Delivered: 10/16/2023 11:13 am Signed for by:ARODRIVUEZ; Spearfish, SD",11x9x5
1550,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,1550,SPARTAN GRAPHICS,STORE MANAGER,GUNNISON,900 N MAIN ST,CO,81230,BMORRISON,,,"Delivered: 10/16/2023 2:18 pm Signed for by:BMORRISON; Gunnison, CO",11x9x6
1565,6.44E+11,10/11/2023,Delivered,10/16/2023,FedEx Ground,D9354,1565,SPARTAN GRAPHICS,STORE MANAGER,WILLISTON,4001 2ND AVE W,ND,58801,VVAUGHN,,,"Delivered: 10/16/2023 8:40 am Signed for by:VVAUGHN; Williston, ND",11x9x6
