Market,Store,Food,Consumables,Toys,Live Plants ,Fashion  
115,666,Yes,Yes,Yes,Yes,No
151,667,Yes,Yes,Yes,Yes,No
152,668,Yes,Yes,Yes,Yes,No
120,669,Yes,Yes,Yes,Yes,No
2,670,Yes,Yes,Yes,Yes,No
152,671,Yes,Yes,Yes,Yes,No
122,672,Yes,Yes,Yes,Yes,No
149,673,Yes,Yes,Yes,Yes,No
152,674,Yes,Yes,Yes,Yes,No
146,675,Yes,Yes,Yes,Yes,No
121,676,Yes,Yes,Yes,Yes,No
146,677,Yes,Yes,Yes,Yes,No
123,678,Yes,Yes,Yes,Yes,No
123,680,Yes,Yes,Yes,Yes,No
5,681,Yes,Yes,Yes,Yes,No
151,682,Yes,Yes,Yes,Yes,Yes
147,683,Yes,Yes,Yes,Yes,No
147,684,Yes,Yes,Yes,Yes,No
123,685,Yes,Yes,Yes,Yes,No
28,686,Yes,Yes,Yes,Yes,No
121,687,Yes,Yes,Yes,Yes,No
153,688,Yes,Yes,Yes,Yes,Yes
257,689,Yes,Yes,Yes,Yes,No
124,690,Yes,Yes,Yes,Yes,No
3,691,Yes,Yes,Yes,Yes,No
260,692,Yes,Yes,Yes,Yes,No
259,693,Yes,Yes,Yes,Yes,No
254,694,Yes,Yes,Yes,Yes,No
149,695,Yes,Yes,Yes,Yes,No
258,696,Yes,Yes,Yes,Yes,No
93,697,Yes,Yes,Yes,Yes,No
119,698,Yes,Yes,Yes,Yes,No
136,699,Yes,Yes,Yes,Yes,No
8,700,Yes,Yes,Yes,Yes,No
254,701,Yes,Yes,Yes,Yes,No
259,702,Yes,Yes,Yes,Yes,No
67,703,Yes,Yes,Yes,Yes,Yes
89,705,Yes,Yes,Yes,Yes,No
114,706,Yes,Yes,Yes,Yes,No
136,707,Yes,Yes,Yes,Yes,No
140,708,Yes,Yes,Yes,Yes,No
256,709,Yes,Yes,Yes,Yes,No
153,710,Yes,Yes,Yes,Yes,No
257,711,Yes,Yes,Yes,Yes,No
5,712,Yes,Yes,Yes,Yes,No
114,713,Yes,Yes,Yes,Yes,No
327,714,Yes,Yes,Yes,Yes,No
11,715,Yes,Yes,Yes,Yes,No
136,716,Yes,Yes,Yes,Yes,No
114,718,Yes,Yes,Yes,Yes,Yes
257,719,Yes,Yes,Yes,Yes,Yes
260,720,Yes,Yes,Yes,Yes,No
118,721,Yes,Yes,Yes,Yes,No
22,722,Yes,Yes,Yes,Yes,No
7,723,Yes,Yes,Yes,Yes,No
123,724,Yes,Yes,Yes,Yes,No
114,725,Yes,Yes,Yes,Yes,No
10,726,Yes,Yes,Yes,Yes,No
22,727,Yes,Yes,Yes,Yes,No
29,728,Yes,Yes,Yes,Yes,No
256,729,Yes,Yes,Yes,Yes,No
10,730,Yes,Yes,Yes,Yes,No
11,731,Yes,Yes,Yes,Yes,No
10,733,Yes,Yes,Yes,Yes,No
7,734,Yes,Yes,Yes,Yes,No
151,735,Yes,Yes,Yes,Yes,No
253,736,Yes,Yes,Yes,Yes,No
151,737,Yes,Yes,Yes,Yes,No
147,738,Yes,Yes,Yes,Yes,No
258,739,Yes,Yes,Yes,Yes,Yes
7,740,Yes,Yes,Yes,Yes,No
121,741,Yes,Yes,Yes,Yes,No
124,742,Yes,Yes,Yes,Yes,No
353,743,Yes,Yes,Yes,Yes,Yes
59,744,Yes,Yes,Yes,Yes,No
19,745,Yes,Yes,Yes,Yes,No
76,746,Yes,Yes,Yes,Yes,No
414,748,Yes,Yes,Yes,Yes,No
414,749,Yes,Yes,Yes,Yes,No
415,750,Yes,Yes,Yes,Yes,No
413,751,Yes,Yes,Yes,Yes,No
63,752,Yes,Yes,Yes,Yes,No
415,753,Yes,Yes,Yes,Yes,No
30,754,Yes,Yes,Yes,Yes,No
70,755,Yes,Yes,Yes,Yes,No
120,756,Yes,Yes,Yes,Yes,No
77,757,Yes,Yes,Yes,Yes,No
32,758,Yes,Yes,Yes,Yes,No
116,759,Yes,Yes,Yes,Yes,No
256,760,Yes,Yes,Yes,Yes,No
129,761,Yes,Yes,Yes,Yes,No
2,762,Yes,Yes,Yes,Yes,No
11,764,Yes,Yes,Yes,Yes,No
87,765,Yes,Yes,Yes,Yes,Yes
137,766,Yes,Yes,Yes,Yes,No
101,767,Yes,Yes,Yes,Yes,No
65,768,Yes,Yes,Yes,Yes,No
115,769,Yes,Yes,Yes,Yes,No
406,770,Yes,Yes,Yes,Yes,No
92,771,Yes,Yes,Yes,Yes,No
64,772,Yes,Yes,Yes,Yes,No
134,773,Yes,Yes,Yes,Yes,No
433,774,Yes,Yes,Yes,Yes,No
279,775,Yes,Yes,Yes,Yes,No
432,776,Yes,Yes,Yes,Yes,No
66,777,Yes,Yes,Yes,Yes,No
118,778,Yes,Yes,Yes,Yes,No
114,779,Yes,Yes,Yes,Yes,Yes
21,780,Yes,Yes,Yes,Yes,No
81,781,Yes,Yes,Yes,Yes,No
88,782,Yes,Yes,Yes,Yes,No
359,783,Yes,Yes,Yes,Yes,No
418,784,Yes,Yes,Yes,Yes,No
141,785,Yes,Yes,Yes,Yes,No
264,786,Yes,Yes,Yes,Yes,No
19,787,Yes,Yes,Yes,Yes,Yes
328,788,Yes,Yes,Yes,Yes,No
583,789,Yes,Yes,Yes,Yes,Yes
429,790,Yes,Yes,Yes,Yes,No
78,791,Yes,Yes,Yes,Yes,No
279,792,Yes,Yes,Yes,Yes,No
70,793,Yes,Yes,Yes,Yes,No
409,794,Yes,Yes,Yes,Yes,No
39,795,Yes,Yes,Yes,Yes,No
279,796,Yes,Yes,Yes,Yes,No
418,797,Yes,Yes,Yes,Yes,No
273,798,Yes,Yes,Yes,Yes,No
406,799,Yes,Yes,Yes,Yes,No
89,800,Yes,Yes,Yes,Yes,No
360,801,Yes,Yes,Yes,Yes,No
263,802,Yes,Yes,Yes,Yes,No
128,803,Yes,Yes,Yes,Yes,No
48,804,Yes,Yes,Yes,Yes,No
340,805,Yes,Yes,Yes,Yes,Yes
387,806,Yes,Yes,Yes,Yes,Yes
50,807,Yes,Yes,Yes,Yes,No
61,808,Yes,Yes,Yes,Yes,No
10,809,Yes,Yes,Yes,Yes,No
426,810,Yes,Yes,Yes,Yes,No
118,811,Yes,Yes,Yes,Yes,No
70,812,Yes,Yes,Yes,Yes,No
81,813,Yes,Yes,Yes,Yes,No
107,814,Yes,Yes,Yes,Yes,No
336,815,Yes,Yes,Yes,Yes,No
141,816,Yes,Yes,Yes,Yes,No
90,817,Yes,Yes,Yes,Yes,Yes
15,818,Yes,Yes,Yes,Yes,No
105,819,Yes,Yes,Yes,Yes,No
359,820,Yes,Yes,Yes,Yes,No
71,821,Yes,Yes,Yes,Yes,No
70,822,Yes,Yes,Yes,Yes,No
345,823,Yes,Yes,Yes,Yes,No
385,824,Yes,Yes,Yes,Yes,No
257,825,Yes,Yes,Yes,Yes,No
375,826,Yes,Yes,Yes,Yes,No
45,827,Yes,Yes,Yes,Yes,No
251,828,Yes,Yes,Yes,Yes,Yes
385,829,Yes,Yes,Yes,Yes,No
279,830,Yes,Yes,Yes,Yes,No
271,833,Yes,Yes,Yes,Yes,No
360,834,Yes,Yes,Yes,Yes,No
385,835,Yes,Yes,Yes,Yes,No
28,836,Yes,Yes,Yes,Yes,No
333,837,Yes,Yes,Yes,Yes,No
345,838,Yes,Yes,Yes,Yes,No
130,839,Yes,Yes,Yes,Yes,No
546,840,Yes,Yes,Yes,Yes,No
415,841,Yes,Yes,Yes,Yes,No
389,842,Yes,Yes,Yes,Yes,No
27,843,Yes,Yes,Yes,Yes,No
262,844,Yes,Yes,Yes,Yes,No
357,845,Yes,Yes,Yes,Yes,No
85,846,Yes,Yes,Yes,Yes,No
438,847,Yes,Yes,Yes,Yes,No
144,848,Yes,Yes,Yes,Yes,No
59,849,Yes,Yes,Yes,Yes,No
385,850,Yes,Yes,Yes,Yes,Yes
387,851,Yes,Yes,Yes,Yes,No
262,852,Yes,Yes,Yes,Yes,No
1,853,Yes,Yes,Yes,Yes,Yes
246,854,Yes,Yes,Yes,Yes,No
20,855,Yes,Yes,Yes,Yes,No
22,856,Yes,Yes,Yes,Yes,No
94,857,Yes,Yes,Yes,Yes,Yes
97,858,Yes,Yes,Yes,Yes,No
116,859,Yes,Yes,Yes,Yes,No
94,860,Yes,Yes,Yes,Yes,No
71,861,Yes,Yes,Yes,Yes,Yes
28,862,Yes,Yes,Yes,Yes,No
10,863,Yes,Yes,Yes,Yes,No
28,864,Yes,Yes,Yes,Yes,No
87,865,Yes,Yes,Yes,Yes,No
1,866,Yes,Yes,Yes,Yes,No
429,867,Yes,Yes,Yes,Yes,No
387,868,Yes,Yes,Yes,Yes,No
375,869,Yes,Yes,Yes,Yes,No
580,870,Yes,Yes,Yes,Yes,No
333,871,Yes,Yes,Yes,Yes,No
62,872,Yes,Yes,Yes,Yes,No
375,873,Yes,Yes,Yes,Yes,No
141,874,Yes,Yes,Yes,Yes,No
140,875,Yes,Yes,Yes,Yes,No
127,876,Yes,Yes,Yes,Yes,No
309,877,Yes,Yes,Yes,Yes,No
24,878,Yes,Yes,Yes,Yes,Yes
152,879,Yes,Yes,Yes,Yes,No
50,880,Yes,Yes,Yes,Yes,No
41,881,Yes,Yes,Yes,Yes,No
425,882,Yes,Yes,Yes,Yes,No
249,884,Yes,Yes,Yes,Yes,No
433,885,Yes,Yes,Yes,Yes,No
426,886,Yes,Yes,Yes,Yes,No
141,887,Yes,Yes,Yes,Yes,No
334,888,Yes,Yes,Yes,Yes,No
27,889,Yes,Yes,Yes,Yes,No
91,890,Yes,Yes,Yes,Yes,No
279,891,Yes,Yes,Yes,Yes,No
414,892,Yes,Yes,Yes,Yes,No
349,893,Yes,Yes,Yes,Yes,No
356,894,Yes,Yes,Yes,Yes,No
336,895,Yes,Yes,Yes,Yes,No
49,896,Yes,Yes,Yes,Yes,Yes
73,897,Yes,Yes,Yes,Yes,No
73,898,Yes,Yes,Yes,Yes,No
27,899,Yes,Yes,Yes,Yes,No
70,900,Yes,Yes,Yes,Yes,No
77,901,Yes,Yes,Yes,Yes,No
251,902,Yes,Yes,Yes,Yes,No
140,903,Yes,Yes,Yes,Yes,No
1,904,Yes,Yes,Yes,Yes,No
379,905,Yes,Yes,Yes,Yes,No
384,906,Yes,Yes,Yes,Yes,No
32,907,Yes,Yes,Yes,Yes,No
90,908,Yes,Yes,Yes,Yes,Yes
125,909,Yes,Yes,Yes,Yes,No
442,910,Yes,Yes,Yes,Yes,No
128,911,Yes,Yes,Yes,Yes,No
125,912,Yes,Yes,Yes,Yes,No
425,913,Yes,Yes,Yes,Yes,No
322,914,Yes,Yes,Yes,Yes,No
62,915,Yes,Yes,Yes,Yes,No
141,916,Yes,Yes,Yes,Yes,No
81,917,Yes,Yes,Yes,Yes,No
46,918,Yes,Yes,Yes,Yes,No
15,919,Yes,Yes,Yes,Yes,No
546,920,Yes,Yes,Yes,Yes,No
388,921,Yes,Yes,Yes,Yes,No
243,922,Yes,Yes,Yes,Yes,No
482,923,Yes,Yes,Yes,Yes,Yes
378,924,Yes,Yes,Yes,Yes,No
114,925,Yes,Yes,Yes,Yes,Yes
71,927,Yes,Yes,Yes,Yes,No
98,928,Yes,Yes,Yes,Yes,Yes
107,929,Yes,Yes,Yes,Yes,No
8,930,Yes,Yes,Yes,Yes,No
92,931,Yes,Yes,Yes,Yes,No
16,932,Yes,Yes,Yes,Yes,No
263,933,Yes,Yes,Yes,Yes,No
1,934,Yes,Yes,Yes,Yes,No
130,935,Yes,Yes,Yes,Yes,No
272,936,Yes,Yes,Yes,Yes,No
26,937,Yes,Yes,Yes,Yes,No
8,938,Yes,Yes,Yes,Yes,Yes
76,939,Yes,Yes,Yes,Yes,No
479,940,Yes,Yes,Yes,Yes,Yes
116,941,Yes,Yes,Yes,Yes,Yes
89,942,Yes,Yes,Yes,Yes,No
91,943,Yes,Yes,Yes,Yes,No
15,944,Yes,Yes,Yes,Yes,No
71,945,Yes,Yes,Yes,Yes,No
350,947,Yes,Yes,Yes,Yes,No
304,948,Yes,Yes,Yes,Yes,No
145,950,Yes,Yes,Yes,Yes,No
85,951,Yes,Yes,Yes,Yes,No
27,952,Yes,Yes,Yes,Yes,No
378,953,Yes,Yes,Yes,Yes,No
141,954,Yes,Yes,Yes,Yes,No
91,955,Yes,Yes,Yes,Yes,Yes
92,956,Yes,Yes,Yes,Yes,No
279,957,Yes,Yes,Yes,Yes,No
263,958,Yes,Yes,Yes,Yes,No
89,959,Yes,Yes,Yes,Yes,No
93,960,Yes,Yes,Yes,Yes,No
129,961,Yes,Yes,Yes,Yes,No
389,962,Yes,Yes,Yes,Yes,No
48,963,Yes,Yes,Yes,Yes,No
505,964,Yes,Yes,Yes,Yes,No
438,965,Yes,Yes,Yes,Yes,No
375,966,Yes,Yes,Yes,Yes,No
104,967,Yes,Yes,Yes,Yes,No
116,968,Yes,Yes,Yes,Yes,Yes
143,969,Yes,Yes,Yes,Yes,No
143,970,Yes,Yes,Yes,Yes,No
438,971,Yes,Yes,Yes,Yes,No
479,972,Yes,Yes,Yes,Yes,No
92,973,Yes,Yes,Yes,Yes,No
92,974,Yes,Yes,Yes,Yes,No
350,975,Yes,Yes,Yes,Yes,No
135,976,Yes,Yes,Yes,Yes,No
98,977,Yes,Yes,Yes,Yes,No
406,978,Yes,Yes,Yes,Yes,No
438,979,Yes,Yes,Yes,Yes,No
378,980,Yes,Yes,Yes,Yes,No
138,981,Yes,Yes,Yes,Yes,No
425,982,Yes,Yes,Yes,Yes,No
376,984,Yes,Yes,Yes,Yes,No
418,985,Yes,Yes,Yes,Yes,No
388,986,Yes,Yes,Yes,Yes,No
105,987,Yes,Yes,Yes,Yes,No
104,988,Yes,Yes,Yes,Yes,Yes
128,989,Yes,Yes,Yes,Yes,No
14,990,Yes,Yes,Yes,Yes,No
1,991,Yes,Yes,Yes,Yes,Yes
356,992,Yes,Yes,Yes,Yes,Yes
407,993,Yes,Yes,Yes,Yes,No
104,994,Yes,Yes,Yes,Yes,No
251,995,Yes,Yes,Yes,Yes,No
251,996,Yes,Yes,Yes,Yes,No
485,998,Yes,Yes,Yes,Yes,No
86,999,Yes,Yes,Yes,Yes,No
569,1000,Yes,Yes,Yes,Yes,No
389,1001,Yes,Yes,Yes,Yes,No
580,1002,Yes,Yes,Yes,Yes,No
262,1003,Yes,Yes,Yes,Yes,No
115,1004,Yes,Yes,Yes,Yes,No
426,1005,Yes,Yes,Yes,Yes,No
27,1006,Yes,Yes,Yes,Yes,No
438,1007,Yes,Yes,Yes,Yes,No
378,1008,Yes,Yes,Yes,Yes,No
333,1009,Yes,Yes,Yes,Yes,No
309,1010,Yes,Yes,Yes,Yes,No
29,1011,Yes,Yes,Yes,Yes,No
444,1012,Yes,Yes,Yes,Yes,No
251,1013,Yes,Yes,Yes,Yes,No
361,1014,Yes,Yes,Yes,Yes,No
505,1015,Yes,Yes,Yes,Yes,Yes
129,1016,Yes,Yes,Yes,Yes,No
38,1017,Yes,Yes,Yes,Yes,No
28,1018,Yes,Yes,Yes,Yes,No
389,1019,Yes,Yes,Yes,Yes,No
425,1020,Yes,Yes,Yes,Yes,No
339,1021,Yes,Yes,Yes,Yes,No
45,1022,Yes,Yes,Yes,Yes,No
311,1023,Yes,Yes,Yes,Yes,No
30,1024,Yes,Yes,Yes,Yes,No
141,1025,Yes,Yes,Yes,Yes,No
580,1026,Yes,Yes,Yes,Yes,No
306,1027,Yes,Yes,Yes,Yes,No
278,1028,Yes,Yes,Yes,Yes,No
104,1029,Yes,Yes,Yes,Yes,No
38,1030,Yes,Yes,Yes,Yes,No
15,1032,Yes,Yes,Yes,Yes,No
243,1033,Yes,Yes,Yes,Yes,No
305,1034,Yes,Yes,Yes,Yes,No
42,1035,Yes,Yes,Yes,Yes,No
294,1036,Yes,Yes,Yes,Yes,No
36,1037,Yes,Yes,Yes,Yes,No
425,1038,Yes,Yes,Yes,Yes,No
304,1039,Yes,Yes,Yes,Yes,No
65,1040,Yes,Yes,Yes,Yes,Yes
569,1041,Yes,Yes,Yes,Yes,No
85,1042,Yes,Yes,Yes,Yes,No
350,1043,Yes,Yes,Yes,Yes,No
45,1044,Yes,Yes,Yes,Yes,No
379,1045,Yes,Yes,Yes,Yes,No
88,1046,Yes,Yes,Yes,Yes,No
20,1047,Yes,Yes,Yes,Yes,No
257,1048,Yes,Yes,Yes,Yes,No
71,1051,Yes,Yes,Yes,Yes,No
11,1052,Yes,Yes,Yes,Yes,No
242,1053,Yes,Yes,Yes,Yes,No
411,1054,Yes,Yes,Yes,Yes,No
583,1055,Yes,Yes,Yes,Yes,Yes
353,1056,Yes,Yes,Yes,Yes,No
10,1057,Yes,Yes,Yes,Yes,No
388,1058,Yes,Yes,Yes,Yes,No
138,1059,Yes,Yes,Yes,Yes,No
304,1060,Yes,Yes,Yes,Yes,No
28,1061,Yes,Yes,Yes,Yes,No
63,1062,Yes,Yes,Yes,Yes,Yes
7,1063,Yes,Yes,Yes,Yes,No
304,1064,Yes,Yes,Yes,Yes,No
325,1065,Yes,Yes,Yes,Yes,No
143,1066,Yes,Yes,Yes,Yes,No
84,1067,Yes,Yes,Yes,Yes,No
92,1068,Yes,Yes,Yes,Yes,No
138,1069,Yes,Yes,Yes,Yes,No
18,1070,Yes,Yes,Yes,Yes,No
341,1071,Yes,Yes,Yes,Yes,No
27,1072,Yes,Yes,Yes,Yes,No
81,1073,Yes,Yes,Yes,Yes,No
136,1074,Yes,Yes,Yes,Yes,No
149,1075,Yes,Yes,Yes,Yes,No
32,1076,Yes,Yes,Yes,Yes,No
97,1077,Yes,Yes,Yes,Yes,No
74,1078,Yes,Yes,Yes,Yes,No
94,1079,Yes,Yes,Yes,Yes,No
124,1080,Yes,Yes,Yes,Yes,No
93,1081,Yes,Yes,Yes,Yes,No
98,1082,Yes,Yes,Yes,Yes,No
101,1083,Yes,Yes,Yes,Yes,No
91,1084,Yes,Yes,Yes,Yes,Yes
104,1085,Yes,Yes,Yes,Yes,No
90,1086,Yes,Yes,Yes,Yes,No
107,1087,Yes,Yes,Yes,Yes,No
143,1088,Yes,Yes,Yes,Yes,No
119,1089,Yes,Yes,Yes,Yes,No
101,1090,Yes,Yes,Yes,Yes,Yes
7,1091,Yes,Yes,Yes,Yes,No
273,1093,Yes,Yes,Yes,Yes,No
361,1094,Yes,Yes,Yes,Yes,No
388,1095,Yes,Yes,Yes,Yes,No
304,1096,Yes,Yes,Yes,Yes,No
309,1097,Yes,Yes,Yes,Yes,No
84,1098,Yes,Yes,Yes,Yes,No
409,1099,Yes,Yes,Yes,Yes,No
137,1100,Yes,Yes,Yes,Yes,No
8,1101,Yes,Yes,Yes,Yes,No
130,1102,Yes,Yes,Yes,Yes,No
59,1103,Yes,Yes,Yes,Yes,No
104,1104,Yes,Yes,Yes,Yes,No
326,1105,Yes,Yes,Yes,Yes,No
141,1106,Yes,Yes,Yes,Yes,No
134,1107,Yes,Yes,Yes,Yes,No
135,1108,Yes,Yes,Yes,Yes,No
135,1109,Yes,Yes,Yes,Yes,No
135,1110,Yes,Yes,Yes,Yes,No
21,1111,Yes,Yes,Yes,Yes,No
16,1112,Yes,Yes,Yes,Yes,No
258,1113,Yes,Yes,Yes,Yes,No
328,1114,Yes,Yes,Yes,Yes,No
147,1115,Yes,Yes,Yes,Yes,No
349,1116,Yes,Yes,Yes,Yes,No
51,1117,Yes,Yes,Yes,Yes,Yes
55,1118,Yes,Yes,Yes,Yes,Yes
105,1119,Yes,Yes,Yes,Yes,No
360,1120,Yes,Yes,Yes,Yes,No
21,1121,Yes,Yes,Yes,Yes,No
18,1122,Yes,Yes,Yes,Yes,No
35,1123,Yes,Yes,Yes,Yes,No
137,1124,Yes,Yes,Yes,Yes,No
278,1125,Yes,Yes,Yes,Yes,No
506,1126,Yes,Yes,Yes,Yes,No
134,1128,Yes,Yes,Yes,Yes,No
82,1129,Yes,Yes,Yes,Yes,No
39,1130,Yes,Yes,Yes,Yes,No
304,1131,Yes,Yes,Yes,Yes,No
298,1132,Yes,Yes,Yes,Yes,No
306,1133,Yes,Yes,Yes,Yes,No
7,1134,Yes,Yes,Yes,Yes,No
38,1135,Yes,Yes,Yes,Yes,No
131,1136,Yes,Yes,Yes,Yes,No
60,1137,Yes,Yes,Yes,Yes,No
441,1138,Yes,Yes,Yes,Yes,No
259,1139,Yes,Yes,Yes,Yes,No
259,1140,Yes,Yes,Yes,Yes,No
249,1141,Yes,Yes,Yes,Yes,No
243,1142,Yes,Yes,Yes,Yes,No
30,1143,Yes,Yes,Yes,Yes,No
42,1144,Yes,Yes,Yes,Yes,No
36,1146,Yes,Yes,Yes,Yes,No
328,1147,Yes,Yes,Yes,Yes,No
349,1148,Yes,Yes,Yes,Yes,No
367,1149,Yes,Yes,Yes,Yes,No
85,1150,Yes,Yes,Yes,Yes,No
362,1151,Yes,Yes,Yes,Yes,No
426,1152,Yes,Yes,Yes,Yes,No
32,1153,Yes,Yes,Yes,Yes,No
506,1154,Yes,Yes,Yes,Yes,No
310,1155,Yes,Yes,Yes,Yes,No
306,1156,Yes,Yes,Yes,Yes,No
243,1157,Yes,Yes,Yes,Yes,No
2,1158,Yes,Yes,Yes,Yes,No
123,1159,Yes,Yes,Yes,Yes,No
243,1160,Yes,Yes,Yes,Yes,No
339,1161,Yes,Yes,Yes,Yes,Yes
580,1162,Yes,Yes,Yes,Yes,No
125,1163,Yes,Yes,Yes,Yes,No
41,1164,Yes,Yes,Yes,Yes,No
256,1165,Yes,Yes,Yes,Yes,No
300,1166,Yes,Yes,Yes,Yes,No
435,1167,Yes,Yes,Yes,Yes,Yes
141,1168,Yes,Yes,Yes,Yes,No
127,1169,Yes,Yes,Yes,Yes,No
256,1170,Yes,Yes,Yes,Yes,No
115,1171,Yes,Yes,Yes,Yes,No
98,1172,Yes,Yes,Yes,Yes,No
98,1173,Yes,Yes,Yes,Yes,No
14,1174,Yes,Yes,Yes,Yes,No
364,1175,Yes,Yes,Yes,Yes,No
441,1176,Yes,Yes,Yes,Yes,No
340,1177,Yes,Yes,Yes,Yes,No
50,1178,Yes,Yes,Yes,Yes,No
294,1179,Yes,Yes,Yes,Yes,No
243,1180,Yes,Yes,Yes,Yes,No
26,1181,Yes,Yes,Yes,Yes,No
94,1182,Yes,Yes,Yes,Yes,No
41,1183,Yes,Yes,Yes,Yes,No
23,1184,Yes,Yes,Yes,Yes,Yes
83,1185,Yes,Yes,Yes,Yes,No
60,1186,Yes,Yes,Yes,Yes,No
410,1187,Yes,Yes,Yes,Yes,No
339,1188,Yes,Yes,Yes,Yes,No
258,1189,Yes,Yes,Yes,Yes,No
257,1190,Yes,Yes,Yes,Yes,No
296,1191,Yes,Yes,Yes,Yes,No
141,1192,Yes,Yes,Yes,Yes,No
135,1193,Yes,Yes,Yes,Yes,No
122,1194,Yes,Yes,Yes,Yes,No
143,1195,Yes,Yes,Yes,Yes,No
131,1196,Yes,Yes,Yes,Yes,No
301,1197,Yes,Yes,Yes,Yes,No
506,1198,Yes,Yes,Yes,Yes,Yes
388,1199,Yes,Yes,Yes,Yes,No
391,1200,Yes,Yes,Yes,Yes,No
3,1201,Yes,Yes,Yes,Yes,No
439,1202,Yes,Yes,Yes,Yes,No
116,1203,Yes,Yes,Yes,Yes,Yes
66,1204,Yes,Yes,Yes,Yes,No
101,1205,Yes,Yes,Yes,Yes,No
130,1206,Yes,Yes,Yes,Yes,No
15,1207,Yes,Yes,Yes,Yes,No
305,1209,Yes,Yes,Yes,Yes,No
260,1210,Yes,Yes,Yes,Yes,No
270,1211,Yes,Yes,Yes,Yes,No
1,1212,Yes,Yes,Yes,Yes,No
104,1213,Yes,Yes,Yes,Yes,Yes
406,1214,Yes,Yes,Yes,Yes,No
120,1215,Yes,Yes,Yes,Yes,No
53,1216,Yes,Yes,Yes,Yes,Yes
294,1217,Yes,Yes,Yes,Yes,No
366,1218,Yes,Yes,Yes,Yes,No
101,1219,Yes,Yes,Yes,Yes,No
90,1220,Yes,Yes,Yes,Yes,No
409,1221,Yes,Yes,Yes,Yes,Yes
14,1222,Yes,Yes,Yes,Yes,No
97,1223,Yes,Yes,Yes,Yes,No
14,1224,Yes,Yes,Yes,Yes,No
101,1225,Yes,Yes,Yes,Yes,Yes
149,1226,Yes,Yes,Yes,Yes,No
30,1227,Yes,Yes,Yes,Yes,No
269,1228,Yes,Yes,Yes,Yes,Yes
13,1229,Yes,Yes,Yes,Yes,No
364,1230,Yes,Yes,Yes,Yes,No
379,1231,Yes,Yes,Yes,Yes,Yes
81,1232,Yes,Yes,Yes,Yes,No
258,1233,Yes,Yes,Yes,Yes,No
257,1234,Yes,Yes,Yes,Yes,No
86,1235,Yes,Yes,Yes,Yes,No
302,1236,Yes,Yes,Yes,Yes,No
299,1237,Yes,Yes,Yes,Yes,No
310,1238,Yes,Yes,Yes,Yes,No
217,1239,Yes,Yes,Yes,Yes,No
367,1240,Yes,Yes,Yes,Yes,No
418,1241,Yes,Yes,Yes,Yes,Yes
294,1242,Yes,Yes,Yes,Yes,No
312,1243,Yes,Yes,Yes,Yes,No
35,1244,Yes,Yes,Yes,Yes,No
114,1245,Yes,Yes,Yes,Yes,No
258,1247,Yes,Yes,Yes,Yes,No
144,1248,Yes,Yes,Yes,Yes,No
74,1249,Yes,Yes,Yes,Yes,No
380,1252,Yes,Yes,Yes,Yes,No
82,1253,Yes,Yes,Yes,Yes,No
76,1254,Yes,Yes,Yes,Yes,No
309,1255,Yes,Yes,Yes,Yes,No
266,1256,Yes,Yes,Yes,Yes,Yes
74,1257,Yes,Yes,Yes,Yes,No
258,1259,Yes,Yes,Yes,Yes,No
143,1260,Yes,Yes,Yes,Yes,No
310,1261,Yes,Yes,Yes,Yes,Yes
254,1263,Yes,Yes,Yes,Yes,No
222,1264,Yes,Yes,Yes,Yes,No
339,1265,Yes,Yes,Yes,Yes,No
130,1266,Yes,Yes,Yes,Yes,Yes
441,1267,Yes,Yes,Yes,Yes,No
300,1268,Yes,Yes,Yes,Yes,No
39,1270,Yes,Yes,Yes,Yes,No
138,1271,Yes,Yes,Yes,Yes,No
74,1272,Yes,Yes,Yes,Yes,No
389,1273,Yes,Yes,Yes,Yes,No
441,1274,Yes,Yes,Yes,Yes,No
482,1275,Yes,Yes,Yes,Yes,No
444,1276,Yes,Yes,Yes,Yes,No
438,1277,Yes,Yes,Yes,Yes,No
59,1279,Yes,Yes,Yes,Yes,No
388,1280,Yes,Yes,Yes,Yes,No
42,1281,Yes,Yes,Yes,Yes,No
407,1282,Yes,Yes,Yes,Yes,No
93,1283,Yes,Yes,Yes,Yes,No
16,1284,Yes,Yes,Yes,Yes,No
418,1285,Yes,Yes,Yes,Yes,No
41,1286,Yes,Yes,Yes,Yes,No
296,1287,Yes,Yes,Yes,Yes,No
296,1288,Yes,Yes,Yes,Yes,No
221,1289,Yes,Yes,Yes,Yes,No
304,1290,Yes,Yes,Yes,Yes,No
367,1291,Yes,Yes,Yes,Yes,No
312,1292,Yes,Yes,Yes,Yes,No
30,1293,Yes,Yes,Yes,Yes,No
247,1294,Yes,Yes,Yes,Yes,No
350,1295,Yes,Yes,Yes,Yes,No
569,1296,Yes,Yes,Yes,Yes,No
93,1297,Yes,Yes,Yes,Yes,No
302,1298,Yes,Yes,Yes,Yes,No
364,1299,Yes,Yes,Yes,Yes,No
302,1300,Yes,Yes,Yes,Yes,No
312,1301,Yes,Yes,Yes,Yes,No
311,1302,Yes,Yes,Yes,Yes,No
81,1303,Yes,Yes,Yes,Yes,No
247,1304,Yes,Yes,Yes,Yes,No
441,1305,Yes,Yes,Yes,Yes,No
387,1306,Yes,Yes,Yes,Yes,No
262,1307,Yes,Yes,Yes,Yes,No
380,1308,Yes,Yes,Yes,Yes,No
312,1309,Yes,Yes,Yes,Yes,No
